Paper_ID,DOI,Material_Parent_ID,ML_Condition_ID,Observation_ID,Feature_Name,Recovered_Value,Units,Evidence_Type,Evidence_Location,Method,Confidence,Recovery_Status
P013,10.1016/j.ijplas.2024.104048,P013_MAT_ASCAST,P013_MC_ASCAST_RT,,Uncertainty,8.9,as named/reported,DIRECT_TABLE_1,p.11 Table 1,Linear lattice-strain fit,High,VERIFIED
P013,10.1016/j.ijplas.2024.104048,P013_MAT_ASCAST,P013_MC_ASCAST_RT,,Units,GPa,as named/reported,DIRECT_TABLE_1,p.11 Table 1,Linear lattice-strain fit,High,VERIFIED
P013,10.1016/j.ijplas.2024.104048,P013_MAT_ASCAST,P013_MC_ASCAST_RT,,Method_or_Source,Linear lattice-strain fit,as named/reported,DIRECT_TABLE_1,p.11 Table 1,Linear lattice-strain fit,High,VERIFIED
P013,10.1016/j.ijplas.2024.104048,P013_MAT_ASCAST,P013_MC_ASCAST_RT,,Value_Status,DIRECT_TABLE_1,as named/reported,DIRECT_TABLE_1,p.11 Table 1,Linear lattice-strain fit,High,VERIFIED
P013,10.1016/j.ijplas.2024.104048,P013_MAT_ASCAST,P013_MC_ASCAST_RT,,Evidence_Location,p.11 Table 1,as named/reported,DIRECT_TABLE_1,p.11 Table 1,Linear lattice-strain fit,High,VERIFIED
P013,10.1016/j.ijplas.2024.104048,P013_MAT_ASCAST,P013_MC_ASCAST_RT,,Confidence,High,as named/reported,DIRECT_TABLE_1,p.11 Table 1,Linear lattice-strain fit,High,VERIFIED
P013,10.1016/j.ijplas.2024.104048,P013_MAT_ASCAST,P013_MC_ASCAST_RT,,Interpretation_Rule,Hardest/among hardest analyzed ε-HCP reflections.,as named/reported,DIRECT_TABLE_1,p.11 Table 1,Linear lattice-strain fit,High,VERIFIED
P013,10.1016/j.ijplas.2024.104048,P013_MAT_ASCAST,P013_MC_ASCAST_RT,,Scope,Alloy-level strengthening model,as named/reported,SECONDARY_REFERENCE_INPUT,p.13,Value adopted from Su et al. 2019,High,VERIFIED
P013,10.1016/j.ijplas.2024.104048,P013_MAT_ASCAST,P013_MC_ASCAST_RT,,Feature,Lattice_friction_stress_sigma0,as named/reported,SECONDARY_REFERENCE_INPUT,p.13,Value adopted from Su et al. 2019,High,VERIFIED
P013,10.1016/j.ijplas.2024.104048,P013_MAT_ASCAST,P013_MC_ASCAST_RT,,Value,179,as named/reported,SECONDARY_REFERENCE_INPUT,p.13,Value adopted from Su et al. 2019,High,VERIFIED
P013,10.1016/j.ijplas.2024.104048,P013_MAT_ASCAST,P013_MC_ASCAST_RT,,Units,MPa,as named/reported,SECONDARY_REFERENCE_INPUT,p.13,Value adopted from Su et al. 2019,High,VERIFIED
P013,10.1016/j.ijplas.2024.104048,P013_MAT_ASCAST,P013_MC_ASCAST_RT,,Method_or_Source,Value adopted from Su et al. 2019,as named/reported,SECONDARY_REFERENCE_INPUT,p.13,Value adopted from Su et al. 2019,High,VERIFIED
P013,10.1016/j.ijplas.2024.104048,P013_MAT_ASCAST,P013_MC_ASCAST_RT,,Value_Status,SECONDARY_REFERENCE_INPUT,as named/reported,SECONDARY_REFERENCE_INPUT,p.13,Value adopted from Su et al. 2019,High,VERIFIED
P013,10.1016/j.ijplas.2024.104048,P013_MAT_ASCAST,P013_MC_ASCAST_RT,,Evidence_Location,p.13,as named/reported,SECONDARY_REFERENCE_INPUT,p.13,Value adopted from Su et al. 2019,High,VERIFIED
P013,10.1016/j.ijplas.2024.104048,P013_MAT_ASCAST,P013_MC_ASCAST_RT,,Confidence,High,as named/reported,SECONDARY_REFERENCE_INPUT,p.13,Value adopted from Su et al. 2019,High,VERIFIED
P013,10.1016/j.ijplas.2024.104048,P013_MAT_ASCAST,P013_MC_ASCAST_RT,,Interpretation_Rule,Do not treat as directly measured P013 property.,as named/reported,SECONDARY_REFERENCE_INPUT,p.13,Value adopted from Su et al. 2019,High,VERIFIED
P013,10.1016/j.ijplas.2024.104048,P013_MAT_ASCAST,P013_MC_ASCAST_RT,,Scope,Alloy-level strengthening model,as named/reported,CURRENT_PAPER_CALCULATED,p.13,Summed strengthening contributions,High,VERIFIED
P013,10.1016/j.ijplas.2024.104048,P013_MAT_ASCAST,P013_MC_ASCAST_RT,,Feature,Predicted_yield_strength,as named/reported,CURRENT_PAPER_CALCULATED,p.13,Summed strengthening contributions,High,VERIFIED
P013,10.1016/j.ijplas.2024.104048,P013_MAT_ASCAST,P013_MC_ASCAST_RT,,Value,321,as named/reported,CURRENT_PAPER_CALCULATED,p.13,Summed strengthening contributions,High,VERIFIED
P013,10.1016/j.ijplas.2024.104048,P013_MAT_ASCAST,P013_MC_ASCAST_RT,,Uncertainty,31.0,as named/reported,CURRENT_PAPER_CALCULATED,p.13,Summed strengthening contributions,High,VERIFIED
P013,10.1016/j.ijplas.2024.104048,P013_MAT_ASCAST,P013_MC_ASCAST_RT,,Units,MPa,as named/reported,CURRENT_PAPER_CALCULATED,p.13,Summed strengthening contributions,High,VERIFIED
P013,10.1016/j.ijplas.2024.104048,P013_MAT_ASCAST,P013_MC_ASCAST_RT,,Method_or_Source,Summed strengthening contributions,as named/reported,CURRENT_PAPER_CALCULATED,p.13,Summed strengthening contributions,High,VERIFIED
P013,10.1016/j.ijplas.2024.104048,P013_MAT_ASCAST,P013_MC_ASCAST_RT,,Value_Status,CURRENT_PAPER_CALCULATED,as named/reported,CURRENT_PAPER_CALCULATED,p.13,Summed strengthening contributions,High,VERIFIED
P013,10.1016/j.ijplas.2024.104048,P013_MAT_ASCAST,P013_MC_ASCAST_RT,,Evidence_Location,p.13,as named/reported,CURRENT_PAPER_CALCULATED,p.13,Summed strengthening contributions,High,VERIFIED
P013,10.1016/j.ijplas.2024.104048,P013_MAT_ASCAST,P013_MC_ASCAST_RT,,Confidence,High,as named/reported,CURRENT_PAPER_CALCULATED,p.13,Summed strengthening contributions,High,VERIFIED
P013,10.1016/j.ijplas.2024.104048,P013_MAT_ASCAST,P013_MC_ASCAST_RT,,Interpretation_Rule,Derived outcome/validation value; potential target leakage if later used as predictor.,as named/reported,CURRENT_PAPER_CALCULATED,p.13,Summed strengthening contributions,High,VERIFIED
P013,10.1016/j.ijplas.2024.104048,P013_MAT_ASCAST,P013_MC_ASCAST_RT,,Scope,Alloy-level,as named/reported,NOT_AVAILABLE,Main paper,Not numerically reported in main paper,High,VERIFIED
P013,10.1016/j.ijplas.2024.104048,P013_MAT_ASCAST,P013_MC_ASCAST_RT,,Feature,SFE,as named/reported,NOT_AVAILABLE,Main paper,Not numerically reported in main paper,High,VERIFIED
P013,10.1016/j.ijplas.2024.104048,P013_MAT_ASCAST,P013_MC_ASCAST_RT,,Units,mJ/m^2,as named/reported,NOT_AVAILABLE,Main paper,Not numerically reported in main paper,High,VERIFIED
P013,10.1016/j.ijplas.2024.104048,P013_MAT_ASCAST,P013_MC_ASCAST_RT,,Method_or_Source,Not numerically reported in main paper,as named/reported,NOT_AVAILABLE,Main paper,Not numerically reported in main paper,High,VERIFIED
P013,10.1016/j.ijplas.2024.104048,P013_MAT_ASCAST,P013_MC_ASCAST_RT,,Value_Status,NOT_AVAILABLE,as named/reported,NOT_AVAILABLE,Main paper,Not numerically reported in main paper,High,VERIFIED
P013,10.1016/j.ijplas.2024.104048,P013_MAT_ASCAST,P013_MC_ASCAST_RT,,Evidence_Location,Main paper,as named/reported,NOT_AVAILABLE,Main paper,Not numerically reported in main paper,High,VERIFIED
P013,10.1016/j.ijplas.2024.104048,P013_MAT_ASCAST,P013_MC_ASCAST_RT,,Confidence,High,as named/reported,NOT_AVAILABLE,Main paper,Not numerically reported in main paper,High,VERIFIED
P013,10.1016/j.ijplas.2024.104048,P013_MAT_ASCAST,P013_MC_ASCAST_RT,,Interpretation_Rule,Do not infer SFE from cited literature or deformation mode.,as named/reported,NOT_AVAILABLE,Main paper,Not numerically reported in main paper,High,VERIFIED
P013,10.1016/j.ijplas.2024.104048,P013_MAT_ASCAST,P013_MC_ASCAST_RT,,Scope,Alloy-level,as named/reported,NOT_AVAILABLE,Main paper,Not numerically reported in main paper,High,VERIFIED
P013,10.1016/j.ijplas.2024.104048,P013_MAT_ASCAST,P013_MC_ASCAST_RT,,Feature,DeltaG_fcc_hcp,as named/reported,NOT_AVAILABLE,Main paper,Not numerically reported in main paper,High,VERIFIED
P013,10.1016/j.ijplas.2024.104048,P013_MAT_ASCAST,P013_MC_ASCAST_RT,,Units,J/mol,as named/reported,NOT_AVAILABLE,Main paper,Not numerically reported in main paper,High,VERIFIED
P013,10.1016/j.ijplas.2024.104048,P013_MAT_ASCAST,P013_MC_ASCAST_RT,,Method_or_Source,Not numerically reported in main paper,as named/reported,NOT_AVAILABLE,Main paper,Not numerically reported in main paper,High,VERIFIED
P013,10.1016/j.ijplas.2024.104048,P013_MAT_ASCAST,P013_MC_ASCAST_RT,,Value_Status,NOT_AVAILABLE,as named/reported,NOT_AVAILABLE,Main paper,Not numerically reported in main paper,High,VERIFIED
P013,10.1016/j.ijplas.2024.104048,P013_MAT_ASCAST,P013_MC_ASCAST_RT,,Evidence_Location,Main paper,as named/reported,NOT_AVAILABLE,Main paper,Not numerically reported in main paper,High,VERIFIED
P013,10.1016/j.ijplas.2024.104048,P013_MAT_ASCAST,P013_MC_ASCAST_RT,,Confidence,High,as named/reported,NOT_AVAILABLE,Main paper,Not numerically reported in main paper,High,VERIFIED
P013,10.1016/j.ijplas.2024.104048,P013_MAT_ASCAST,P013_MC_ASCAST_RT,,Interpretation_Rule,Do not fabricate thermodynamic descriptors.,as named/reported,NOT_AVAILABLE,Main paper,Not numerically reported in main paper,High,VERIFIED
P013,10.1016/j.ijplas.2024.104048,P013_MAT_ASCAST,P013_MC_ASCAST_RT,,TRIP_Proposed,1,as named/reported,VERIFIED_JOINT,"pp.7,11-16; Figs.4-10",source-reported,High,VERIFIED
P013,10.1016/j.ijplas.2024.104048,P013_MAT_ASCAST,P013_MC_ASCAST_RT,,TWIP_Proposed,1,as named/reported,VERIFIED_JOINT,"pp.7,11-16; Figs.4-10",source-reported,High,VERIFIED
P013,10.1016/j.ijplas.2024.104048,P013_MAT_ASCAST,P013_MC_ASCAST_RT,,Slip_Proposed,1,as named/reported,VERIFIED_JOINT,"pp.7,11-16; Figs.4-10",source-reported,High,VERIFIED
P013,10.1016/j.ijplas.2024.104048,P013_MAT_ASCAST,P013_MC_ASCAST_RT,,TRIP_Evidence,Bulk SXRD Rietveld shows ε-HCP fraction rising from ~33% initially to nearly 77% at fracture; TRIP starts when γ-FCC yields and continues through the tensile test.,as named/reported,VERIFIED_JOINT,"pp.7,11-16; Figs.4-10",source-reported,High,VERIFIED
P013,10.1016/j.ijplas.2024.104048,P013_MAT_ASCAST,P013_MC_ASCAST_RT,,TWIP_Evidence,Peak-intensity splitting and 1° cake integrations identify ε-HCP tensile twinning onset at ~530 MPa and compression twinning onset at ~655 MPa.,as named/reported,VERIFIED_JOINT,"pp.7,11-16; Figs.4-10",source-reported,High,VERIFIED
P013,10.1016/j.ijplas.2024.104048,P013_MAT_ASCAST,P013_MC_ASCAST_RT,,Slip_Evidence,Dislocation density rises strongly in γ-FCC and in ε-HCP; authors identify slip in both phases throughout plastic loading.,as named/reported,VERIFIED_JOINT,"pp.7,11-16; Figs.4-10",source-reported,High,VERIFIED
P013,10.1016/j.ijplas.2024.104048,P013_MAT_ASCAST,P013_MC_ASCAST_RT,,Mechanism_Phase_Scope,TRIP: γ-FCC→ε-HCP. TWIP: ε-HCP tensile/compression twinning. γ-FCC twinning is not identified.,as named/reported,VERIFIED_JOINT,"pp.7,11-16; Figs.4-10",source-reported,High,VERIFIED
P013,10.1016/j.ijplas.2024.104048,P013_MAT_ASCAST,P013_MC_ASCAST_RT,,Verification_Status,VERIFIED_JOINT,as named/reported,VERIFIED_JOINT,"pp.7,11-16; Figs.4-10",source-reported,High,VERIFIED
P013,10.1016/j.ijplas.2024.104048,P013_MAT_ASCAST,P013_MC_ASCAST_RT,,Evidence_Location,"pp.7,11-16; Figs.4-10",as named/reported,VERIFIED_JOINT,"pp.7,11-16; Figs.4-10",source-reported,High,VERIFIED
P013,10.1016/j.ijplas.2024.104048,P013_MAT_ASCAST,P013_MC_ASCAST_RT,,Confidence,High,as named/reported,VERIFIED_JOINT,"pp.7,11-16; Figs.4-10",source-reported,High,VERIFIED
P013,10.1016/j.ijplas.2024.104048,P013_MAT_ASCAST,P013_MC_ASCAST_RT,,Notes,Condition-level targets are 1/1/1. Stage chronology must be preserved because mechanisms activate sequentially.,as named/reported,VERIFIED_JOINT,"pp.7,11-16; Figs.4-10",source-reported,High,VERIFIED
P013,10.1016/j.ijplas.2024.104048,P013_MAT_ASCAST,P013_MC_ASCAST_RT,,Priority,P0,as named/reported,VERIFIED_WORKBOOK,Methods p.3,source-reported,High,VERIFIED
P013,10.1016/j.ijplas.2024.104048,P013_MAT_ASCAST,P013_MC_ASCAST_RT,,Decision_ID,D001,as named/reported,VERIFIED_WORKBOOK,Methods p.3,source-reported,High,VERIFIED
P013,10.1016/j.ijplas.2024.104048,P013_MAT_ASCAST,P013_MC_ASCAST_RT,,Decision,"Create exactly one independent P013 condition: as-cast Fe50Mn30Co10Cr10 at room temperature, 1e-3 s^-1.",as named/reported,VERIFIED_WORKBOOK,Methods p.3,source-reported,High,VERIFIED
P013,10.1016/j.ijplas.2024.104048,P013_MAT_ASCAST,P013_MC_ASCAST_RT,,Status,READY,as named/reported,VERIFIED_WORKBOOK,Methods p.3,source-reported,High,VERIFIED
P013,10.1016/j.ijplas.2024.104048,P013_MAT_ASCAST,P013_MC_ASCAST_RT,,Scientific_Rationale,All time-resolved SXRD points are consecutive observations from one interrupted in-situ tensile condition.,as named/reported,VERIFIED_WORKBOOK,Methods p.3,source-reported,High,VERIFIED
P013,10.1016/j.ijplas.2024.104048,P013_MAT_ASCAST,P013_MC_ASCAST_RT,,Implementation_Rule,P013_MC_ASCAST_RT is independent; all stages/landmarks are correlated children.,as named/reported,VERIFIED_WORKBOOK,Methods p.3,source-reported,High,VERIFIED
P013,10.1016/j.ijplas.2024.104048,P013_MAT_ASCAST,P013_MC_ASCAST_RT,,Evidence_Location,Methods p.3,as named/reported,VERIFIED_WORKBOOK,Methods p.3,source-reported,High,VERIFIED
P013,10.1016/j.ijplas.2024.104048,P013_MAT_ASCAST,P013_MC_ASCAST_RT,,Priority,P0,as named/reported,VERIFIED_WORKBOOK,"pp.7,11-16",source-reported,High,VERIFIED
P013,10.1016/j.ijplas.2024.104048,P013_MAT_ASCAST,P013_MC_ASCAST_RT,,Decision_ID,D002,as named/reported,VERIFIED_WORKBOOK,"pp.7,11-16",source-reported,High,VERIFIED
P013,10.1016/j.ijplas.2024.104048,P013_MAT_ASCAST,P013_MC_ASCAST_RT,,Decision,Condition targets = TRIP 1 / TWIP 1 / Slip 1.,as named/reported,VERIFIED_WORKBOOK,"pp.7,11-16",source-reported,High,VERIFIED
P013,10.1016/j.ijplas.2024.104048,P013_MAT_ASCAST,P013_MC_ASCAST_RT,,Status,READY,as named/reported,VERIFIED_WORKBOOK,"pp.7,11-16",source-reported,High,VERIFIED
P013,10.1016/j.ijplas.2024.104048,P013_MAT_ASCAST,P013_MC_ASCAST_RT,,Scientific_Rationale,TRIP is directly quantified by bulk HCP growth; tensile and compression twinning are directly identified by diffraction; dislocation slip is quantified.,as named/reported,VERIFIED_WORKBOOK,"pp.7,11-16",source-reported,High,VERIFIED
P013,10.1016/j.ijplas.2024.104048,P013_MAT_ASCAST,P013_MC_ASCAST_RT,,Implementation_Rule,Keep phase-specific mechanism scope in provenance.,as named/reported,VERIFIED_WORKBOOK,"pp.7,11-16",source-reported,High,VERIFIED
P013,10.1016/j.ijplas.2024.104048,P013_MAT_ASCAST,P013_MC_ASCAST_RT,,Evidence_Location,"pp.7,11-16",as named/reported,VERIFIED_WORKBOOK,"pp.7,11-16",source-reported,High,VERIFIED
P013,10.1016/j.ijplas.2024.104048,P013_MAT_ASCAST,P013_MC_ASCAST_RT,,Priority,P0,as named/reported,VERIFIED_WORKBOOK,Methods + Fig.10,source-reported,High,VERIFIED
P013,10.1016/j.ijplas.2024.104048,P013_MAT_ASCAST,P013_MC_ASCAST_RT,,Decision_ID,D003,as named/reported,VERIFIED_WORKBOOK,Methods + Fig.10,source-reported,High,VERIFIED
P013,10.1016/j.ijplas.2024.104048,P013_MAT_ASCAST,P013_MC_ASCAST_RT,,Decision,Do not count four deformation stages or SXRD loading points as independent samples.,as named/reported,VERIFIED_WORKBOOK,Methods + Fig.10,source-reported,High,VERIFIED
P013,10.1016/j.ijplas.2024.104048,P013_MAT_ASCAST,P013_MC_ASCAST_RT,,Status,READY,as named/reported,VERIFIED_WORKBOOK,Methods + Fig.10,source-reported,High,VERIFIED
P013,10.1016/j.ijplas.2024.104048,P013_MAT_ASCAST,P013_MC_ASCAST_RT,,Scientific_Rationale,They belong to the same specimen/test trajectory and are strongly correlated.,as named/reported,VERIFIED_WORKBOOK,Methods + Fig.10,source-reported,High,VERIFIED
P013,10.1016/j.ijplas.2024.104048,P013_MAT_ASCAST,P013_MC_ASCAST_RT,,Implementation_Rule,Observation_Role=REPEATED_STAGE or CORRELATED_STAGE_INTERVAL; Independent_ML_sample=False.,as named/reported,VERIFIED_WORKBOOK,Methods + Fig.10,source-reported,High,VERIFIED
P013,10.1016/j.ijplas.2024.104048,P013_MAT_ASCAST,P013_MC_ASCAST_RT,,Evidence_Location,Methods + Fig.10,as named/reported,VERIFIED_WORKBOOK,Methods + Fig.10,source-reported,High,VERIFIED
P013,10.1016/j.ijplas.2024.104048,P013_MAT_ASCAST,P013_MC_ASCAST_RT,,Priority,P1,as named/reported,VERIFIED_WORKBOOK,pp.5-7,source-reported,High,VERIFIED
P013,10.1016/j.ijplas.2024.104048,P013_MAT_ASCAST,P013_MC_ASCAST_RT,,Decision_ID,D004,as named/reported,VERIFIED_WORKBOOK,pp.5-7,source-reported,High,VERIFIED
P013,10.1016/j.ijplas.2024.104048,P013_MAT_ASCAST,P013_MC_ASCAST_RT,,Decision,Use initial bulk HCP≈0.33 from transmission SXRD rather than an EBSD-derived phase fraction.,as named/reported,VERIFIED_WORKBOOK,pp.5-7,source-reported,High,VERIFIED
P013,10.1016/j.ijplas.2024.104048,P013_MAT_ASCAST,P013_MC_ASCAST_RT,,Status,READY,as named/reported,VERIFIED_WORKBOOK,pp.5-7,source-reported,High,VERIFIED
P013,10.1016/j.ijplas.2024.104048,P013_MAT_ASCAST,P013_MC_ASCAST_RT,,Scientific_Rationale,Authors explicitly warn EBSD/OM polishing can induce surface TRIP and overestimate ε-HCP.,as named/reported,VERIFIED_WORKBOOK,pp.5-7,source-reported,High,VERIFIED
P013,10.1016/j.ijplas.2024.104048,P013_MAT_ASCAST,P013_MC_ASCAST_RT,,Implementation_Rule,Initial_HCP_fraction_bulk=0.33 with method BULK_SXRD_RIETVELD; EBSD fraction remains unavailable.,as named/reported,VERIFIED_WORKBOOK,pp.5-7,source-reported,High,VERIFIED
P013,10.1016/j.ijplas.2024.104048,P013_MAT_ASCAST,P013_MC_ASCAST_RT,,Evidence_Location,pp.5-7,as named/reported,VERIFIED_WORKBOOK,pp.5-7,source-reported,High,VERIFIED
P013,10.1016/j.ijplas.2024.104048,P013_MAT_ASCAST,P013_MC_ASCAST_RT,,Priority,P1,as named/reported,VERIFIED_WORKBOOK,pp.6-7,source-reported,High,VERIFIED
P013,10.1016/j.ijplas.2024.104048,P013_MAT_ASCAST,P013_MC_ASCAST_RT,,Decision_ID,D005,as named/reported,VERIFIED_WORKBOOK,pp.6-7,source-reported,High,VERIFIED
P013,10.1016/j.ijplas.2024.104048,P013_MAT_ASCAST,P013_MC_ASCAST_RT,,Decision,Do not derive exact initial FCC fraction from 1-HCP.,as named/reported,VERIFIED_WORKBOOK,pp.6-7,source-reported,High,VERIFIED
P013,10.1016/j.ijplas.2024.104048,P013_MAT_ASCAST,P013_MC_ASCAST_RT,,Status,READY,as named/reported,VERIFIED_WORKBOOK,pp.6-7,source-reported,High,VERIFIED
P013,10.1016/j.ijplas.2024.104048,P013_MAT_ASCAST,P013_MC_ASCAST_RT,,Scientific_Rationale,MnO≈1% is also detected and exact phase-normalization basis is not explicitly established for a simple complement operation.,as named/reported,VERIFIED_WORKBOOK,pp.6-7,source-reported,High,VERIFIED
P013,10.1016/j.ijplas.2024.104048,P013_MAT_ASCAST,P013_MC_ASCAST_RT,,Implementation_Rule,Initial_FCC_fraction=NA; keep phase state γ-FCC-rich.,as named/reported,VERIFIED_WORKBOOK,pp.6-7,source-reported,High,VERIFIED
P013,10.1016/j.ijplas.2024.104048,P013_MAT_ASCAST,P013_MC_ASCAST_RT,,Evidence_Location,pp.6-7,as named/reported,VERIFIED_WORKBOOK,pp.6-7,source-reported,High,VERIFIED
P013,10.1016/j.ijplas.2024.104048,P013_MAT_ASCAST,P013_MC_ASCAST_RT,,Priority,P1,as named/reported,VERIFIED_WORKBOOK,"pp.6-7,14",source-reported,High,VERIFIED
P013,10.1016/j.ijplas.2024.104048,P013_MAT_ASCAST,P013_MC_ASCAST_RT,,Decision_ID,D006,as named/reported,VERIFIED_WORKBOOK,"pp.6-7,14",source-reported,High,VERIFIED
P013,10.1016/j.ijplas.2024.104048,P013_MAT_ASCAST,P013_MC_ASCAST_RT,,Decision,Keep engineering YS=319 MPa distinct from ~250 MPa TRIP-onset SXRD landmark.,as named/reported,VERIFIED_WORKBOOK,"pp.6-7,14",source-reported,High,VERIFIED
P013,10.1016/j.ijplas.2024.104048,P013_MAT_ASCAST,P013_MC_ASCAST_RT,,Status,READY,as named/reported,VERIFIED_WORKBOOK,"pp.6-7,14",source-reported,High,VERIFIED
P013,10.1016/j.ijplas.2024.104048,P013_MAT_ASCAST,P013_MC_ASCAST_RT,,Scientific_Rationale,"250 MPa is the nearest sampled SXRD point used to define γ-FCC yield/TRIP onset, not the macroscopic engineering YS.",as named/reported,VERIFIED_WORKBOOK,"pp.6-7,14",source-reported,High,VERIFIED
P013,10.1016/j.ijplas.2024.104048,P013_MAT_ASCAST,P013_MC_ASCAST_RT,,Implementation_Rule,Separate fields for Yield_Strength and Nearest_SXRD_TRIP_Onset_Stress.,as named/reported,VERIFIED_WORKBOOK,"pp.6-7,14",source-reported,High,VERIFIED
P013,10.1016/j.ijplas.2024.104048,P013_MAT_ASCAST,P013_MC_ASCAST_RT,,Evidence_Location,"pp.6-7,14",as named/reported,VERIFIED_WORKBOOK,"pp.6-7,14",source-reported,High,VERIFIED
P013,10.1016/j.ijplas.2024.104048,P013_MAT_ASCAST,P013_MC_ASCAST_RT,,Priority,P1,as named/reported,VERIFIED_WORKBOOK,"pp.11,15-16",source-reported,High,VERIFIED
P013,10.1016/j.ijplas.2024.104048,P013_MAT_ASCAST,P013_MC_ASCAST_RT,,Decision_ID,D007,as named/reported,VERIFIED_WORKBOOK,"pp.11,15-16",source-reported,High,VERIFIED
P013,10.1016/j.ijplas.2024.104048,P013_MAT_ASCAST,P013_MC_ASCAST_RT,,Decision,Preserve TWIP as ε-HCP-phase-specific in this paper.,as named/reported,VERIFIED_WORKBOOK,"pp.11,15-16",source-reported,High,VERIFIED
P013,10.1016/j.ijplas.2024.104048,P013_MAT_ASCAST,P013_MC_ASCAST_RT,,Status,READY,as named/reported,VERIFIED_WORKBOOK,"pp.11,15-16",source-reported,High,VERIFIED
P013,10.1016/j.ijplas.2024.104048,P013_MAT_ASCAST,P013_MC_ASCAST_RT,,Scientific_Rationale,Authors identify tensile/compression twinning in ε-HCP; γ-FCC twinning is explicitly not a stage-II strain-accommodation mechanism.,as named/reported,VERIFIED_WORKBOOK,"pp.11,15-16",source-reported,High,VERIFIED
P013,10.1016/j.ijplas.2024.104048,P013_MAT_ASCAST,P013_MC_ASCAST_RT,,Implementation_Rule,"Condition TWIP=1, but Mechanism_Phase_Scope must identify ε-HCP.",as named/reported,VERIFIED_WORKBOOK,"pp.11,15-16",source-reported,High,VERIFIED
P013,10.1016/j.ijplas.2024.104048,P013_MAT_ASCAST,P013_MC_ASCAST_RT,,Evidence_Location,"pp.11,15-16",as named/reported,VERIFIED_WORKBOOK,"pp.11,15-16",source-reported,High,VERIFIED
P013,10.1016/j.ijplas.2024.104048,P013_MAT_ASCAST,P013_MC_ASCAST_RT,,Priority,P1,as named/reported,VERIFIED_WORKBOOK,p.14,source-reported,High,VERIFIED
P013,10.1016/j.ijplas.2024.104048,P013_MAT_ASCAST,P013_MC_ASCAST_RT,,Decision_ID,D008,as named/reported,VERIFIED_WORKBOOK,p.14,source-reported,High,VERIFIED
P013,10.1016/j.ijplas.2024.104048,P013_MAT_ASCAST,P013_MC_ASCAST_RT,,Decision,Preserve thermal/pre-existing ε-HCP separately from deformation-induced ε-HCP.,as named/reported,VERIFIED_WORKBOOK,p.14,source-reported,High,VERIFIED
P013,10.1016/j.ijplas.2024.104048,P013_MAT_ASCAST,P013_MC_ASCAST_RT,,Status,READY,as named/reported,VERIFIED_WORKBOOK,p.14,source-reported,High,VERIFIED
P013,10.1016/j.ijplas.2024.104048,P013_MAT_ASCAST,P013_MC_ASCAST_RT,,Scientific_Rationale,Initial ~33% ε-HCP is described as thermal martensite and can nucleate mechanically induced HCP.,as named/reported,VERIFIED_WORKBOOK,p.14,source-reported,High,VERIFIED
P013,10.1016/j.ijplas.2024.104048,P013_MAT_ASCAST,P013_MC_ASCAST_RT,,Implementation_Rule,Initial_HCP_fraction is a precursor descriptor; TRIP target is based on its increase during loading.,as named/reported,VERIFIED_WORKBOOK,p.14,source-reported,High,VERIFIED
P013,10.1016/j.ijplas.2024.104048,P013_MAT_ASCAST,P013_MC_ASCAST_RT,,Evidence_Location,p.14,as named/reported,VERIFIED_WORKBOOK,p.14,source-reported,High,VERIFIED
P013,10.1016/j.ijplas.2024.104048,P013_MAT_ASCAST,P013_MC_ASCAST_RT,,Priority,P1,as named/reported,VERIFIED_WORKBOOK,Main paper,source-reported,High,VERIFIED
P013,10.1016/j.ijplas.2024.104048,P013_MAT_ASCAST,P013_MC_ASCAST_RT,,Decision_ID,D009,as named/reported,VERIFIED_WORKBOOK,Main paper,source-reported,High,VERIFIED
P013,10.1016/j.ijplas.2024.104048,P013_MAT_ASCAST,P013_MC_ASCAST_RT,,Decision,Do not infer or import SFE/DeltaG numeric values from references.,as named/reported,VERIFIED_WORKBOOK,Main paper,source-reported,High,VERIFIED
P013,10.1016/j.ijplas.2024.104048,P013_MAT_ASCAST,P013_MC_ASCAST_RT,,Status,READY,as named/reported,VERIFIED_WORKBOOK,Main paper,source-reported,High,VERIFIED
P013,10.1016/j.ijplas.2024.104048,P013_MAT_ASCAST,P013_MC_ASCAST_RT,,Scientific_Rationale,P013 does not numerically report these descriptors in the main paper.,as named/reported,VERIFIED_WORKBOOK,Main paper,source-reported,High,VERIFIED
P013,10.1016/j.ijplas.2024.104048,P013_MAT_ASCAST,P013_MC_ASCAST_RT,,Implementation_Rule,SFE and DeltaG stay NA for P013 unless source-specific supplementary evidence is later supplied.,as named/reported,VERIFIED_WORKBOOK,Main paper,source-reported,High,VERIFIED
P013,10.1016/j.ijplas.2024.104048,P013_MAT_ASCAST,P013_MC_ASCAST_RT,,Evidence_Location,Main paper,as named/reported,VERIFIED_WORKBOOK,Main paper,source-reported,High,VERIFIED
P013,10.1016/j.ijplas.2024.104048,P013_MAT_ASCAST,P013_MC_ASCAST_RT,,Priority,P2,as named/reported,VERIFIED_WORKBOOK,Figs.4-10,source-reported,High,VERIFIED
P013,10.1016/j.ijplas.2024.104048,P013_MAT_ASCAST,P013_MC_ASCAST_RT,,Decision_ID,D010,as named/reported,VERIFIED_WORKBOOK,Figs.4-10,source-reported,High,VERIFIED
