Paper_ID,DOI,Material_Parent_ID,Processing_State_ID,ML_Condition_ID,Observation_ID,Feature_Name,Recovered_Value,Units,Evidence_Type,Evidence_Location,Method,Confidence,Recovery_Status
P014,10.3390/ma17235893,P014_MAT_FE50MN30CO10CR10,,P014_MC_A600,P014_OBS_A600_eps30,Tensile_Strain_pct,30.0,as named/reported,VERIFIED_WORKBOOK,"Figs.7,9; pp.8-10,13",source-reported,High,VERIFIED
P014,10.3390/ma17235893,P014_MAT_FE50MN30CO10CR10,,P014_MC_A600,P014_OBS_A600_eps30,Stage_Descriptor,Intermediate tensile deformation,as named/reported,VERIFIED_WORKBOOK,"Figs.7,9; pp.8-10,13",source-reported,High,VERIFIED
P014,10.3390/ma17235893,P014_MAT_FE50MN30CO10CR10,,P014_MC_A600,P014_OBS_A600_eps30,Observation_Role,REPEATED_STAGE,as named/reported,VERIFIED_WORKBOOK,"Figs.7,9; pp.8-10,13",source-reported,High,VERIFIED
P014,10.3390/ma17235893,P014_MAT_FE50MN30CO10CR10,,P014_MC_A600,P014_OBS_A600_eps30,Independent_ML_sample,False,as named/reported,VERIFIED_WORKBOOK,"Figs.7,9; pp.8-10,13",source-reported,High,VERIFIED
P014,10.3390/ma17235893,P014_MAT_FE50MN30CO10CR10,,P014_MC_A600,P014_OBS_A600_eps30,FCC_fraction,0.394,as named/reported,VERIFIED_WORKBOOK,"Figs.7,9; pp.8-10,13",source-reported,High,VERIFIED
P014,10.3390/ma17235893,P014_MAT_FE50MN30CO10CR10,,P014_MC_A600,P014_OBS_A600_eps30,HCP_fraction,0.604,as named/reported,VERIFIED_WORKBOOK,"Figs.7,9; pp.8-10,13",source-reported,High,VERIFIED
P014,10.3390/ma17235893,P014_MAT_FE50MN30CO10CR10,,P014_MC_A600,P014_OBS_A600_eps30,TRIP_at_stage,1.0,as named/reported,VERIFIED_WORKBOOK,"Figs.7,9; pp.8-10,13",source-reported,High,VERIFIED
P014,10.3390/ma17235893,P014_MAT_FE50MN30CO10CR10,,P014_MC_A600,P014_OBS_A600_eps30,TWIP_at_stage,1.0,as named/reported,VERIFIED_WORKBOOK,"Figs.7,9; pp.8-10,13",source-reported,High,VERIFIED
P014,10.3390/ma17235893,P014_MAT_FE50MN30CO10CR10,,P014_MC_A600,P014_OBS_A600_eps30,Slip_at_stage,1.0,as named/reported,VERIFIED_WORKBOOK,"Figs.7,9; pp.8-10,13",source-reported,High,VERIFIED
P014,10.3390/ma17235893,P014_MAT_FE50MN30CO10CR10,,P014_MC_A600,P014_OBS_A600_eps30,HDI_at_stage,1.0,as named/reported,VERIFIED_WORKBOOK,"Figs.7,9; pp.8-10,13",source-reported,High,VERIFIED
P014,10.3390/ma17235893,P014_MAT_FE50MN30CO10CR10,,P014_MC_A600,P014_OBS_A600_eps30,Twin_Evidence_Type,Direct deformation twins confirmed by SAED,as named/reported,VERIFIED_WORKBOOK,"Figs.7,9; pp.8-10,13",source-reported,High,VERIFIED
P014,10.3390/ma17235893,P014_MAT_FE50MN30CO10CR10,,P014_MC_A600,P014_OBS_A600_eps30,HCP_Evidence_Type,EBSD + TEM/SAED direct HCP,as named/reported,VERIFIED_WORKBOOK,"Figs.7,9; pp.8-10,13",source-reported,High,VERIFIED
P014,10.3390/ma17235893,P014_MAT_FE50MN30CO10CR10,,P014_MC_A600,P014_OBS_A600_eps30,Microstructural_Observations,"Dense dislocations, deformation twins, dislocation cells/HDDWs, HCP laths; TRIP significant; HDI/GND effects active",as named/reported,VERIFIED_WORKBOOK,"Figs.7,9; pp.8-10,13",source-reported,High,VERIFIED
P014,10.3390/ma17235893,P014_MAT_FE50MN30CO10CR10,,P014_MC_A600,P014_OBS_A600_eps30,Evidence_Location,"Figs.7,9; pp.8-10,13",as named/reported,VERIFIED_WORKBOOK,"Figs.7,9; pp.8-10,13",source-reported,High,VERIFIED
P014,10.3390/ma17235893,P014_MAT_FE50MN30CO10CR10,,P014_MC_A600,P014_OBS_A600_eps30,Confidence,High,as named/reported,VERIFIED_WORKBOOK,"Figs.7,9; pp.8-10,13",source-reported,High,VERIFIED
P014,10.3390/ma17235893,P014_MAT_FE50MN30CO10CR10,,P014_MC_A600,P014_OBS_A600_eps30,Interpretation_Rule,Condition-level TWIP positive is directly supported here. HCP rises from 18.4% at 15% to 60.4% at 30%.,as named/reported,VERIFIED_WORKBOOK,"Figs.7,9; pp.8-10,13",source-reported,High,VERIFIED
P014,10.3390/ma17235893,P014_MAT_FE50MN30CO10CR10,,P014_MC_A600,P014_OBS_A600_FRACTURE,Parent_ML_Condition_ID,P014_MC_A600,as named/reported,VERIFIED_WORKBOOK,"Figs.7,10; pp.10-13",source-reported,High,VERIFIED
P014,10.3390/ma17235893,P014_MAT_FE50MN30CO10CR10,,P014_MC_A600,P014_OBS_A600_FRACTURE,Observation_ID,P014_OBS_A600_FRACTURE,as named/reported,VERIFIED_WORKBOOK,"Figs.7,10; pp.10-13",source-reported,High,VERIFIED
P014,10.3390/ma17235893,P014_MAT_FE50MN30CO10CR10,,P014_MC_A600,P014_OBS_A600_FRACTURE,Stage_Descriptor,Fracture / late deformation,as named/reported,VERIFIED_WORKBOOK,"Figs.7,10; pp.10-13",source-reported,High,VERIFIED
P014,10.3390/ma17235893,P014_MAT_FE50MN30CO10CR10,,P014_MC_A600,P014_OBS_A600_FRACTURE,Observation_Role,REPEATED_STAGE,as named/reported,VERIFIED_WORKBOOK,"Figs.7,10; pp.10-13",source-reported,High,VERIFIED
P014,10.3390/ma17235893,P014_MAT_FE50MN30CO10CR10,,P014_MC_A600,P014_OBS_A600_FRACTURE,Independent_ML_sample,False,as named/reported,VERIFIED_WORKBOOK,"Figs.7,10; pp.10-13",source-reported,High,VERIFIED
P014,10.3390/ma17235893,P014_MAT_FE50MN30CO10CR10,,P014_MC_A600,P014_OBS_A600_FRACTURE,FCC_fraction,0.349,as named/reported,VERIFIED_WORKBOOK,"Figs.7,10; pp.10-13",source-reported,High,VERIFIED
P014,10.3390/ma17235893,P014_MAT_FE50MN30CO10CR10,,P014_MC_A600,P014_OBS_A600_FRACTURE,HCP_fraction,0.651,as named/reported,VERIFIED_WORKBOOK,"Figs.7,10; pp.10-13",source-reported,High,VERIFIED
P014,10.3390/ma17235893,P014_MAT_FE50MN30CO10CR10,,P014_MC_A600,P014_OBS_A600_FRACTURE,TRIP_at_stage,1.0,as named/reported,VERIFIED_WORKBOOK,"Figs.7,10; pp.10-13",source-reported,High,VERIFIED
P014,10.3390/ma17235893,P014_MAT_FE50MN30CO10CR10,,P014_MC_A600,P014_OBS_A600_FRACTURE,TWIP_at_stage,1.0,as named/reported,VERIFIED_WORKBOOK,"Figs.7,10; pp.10-13",source-reported,High,VERIFIED
P014,10.3390/ma17235893,P014_MAT_FE50MN30CO10CR10,,P014_MC_A600,P014_OBS_A600_FRACTURE,Slip_at_stage,1.0,as named/reported,VERIFIED_WORKBOOK,"Figs.7,10; pp.10-13",source-reported,High,VERIFIED
P014,10.3390/ma17235893,P014_MAT_FE50MN30CO10CR10,,P014_MC_A600,P014_OBS_A600_FRACTURE,HDI_at_stage,1.0,as named/reported,VERIFIED_WORKBOOK,"Figs.7,10; pp.10-13",source-reported,High,VERIFIED
P014,10.3390/ma17235893,P014_MAT_FE50MN30CO10CR10,,P014_MC_A600,P014_OBS_A600_FRACTURE,Twin_Evidence_Type,Direct deformation twins confirmed by TEM/SAED,as named/reported,VERIFIED_WORKBOOK,"Figs.7,10; pp.10-13",source-reported,High,VERIFIED
P014,10.3390/ma17235893,P014_MAT_FE50MN30CO10CR10,,P014_MC_A600,P014_OBS_A600_FRACTURE,HCP_Evidence_Type,EBSD + TEM/HRTEM direct HCP,as named/reported,VERIFIED_WORKBOOK,"Figs.7,10; pp.10-13",source-reported,High,VERIFIED
P014,10.3390/ma17235893,P014_MAT_FE50MN30CO10CR10,,P014_MC_A600,P014_OBS_A600_FRACTURE,Microstructural_Observations,"HDDs/HDDWs, deformation twins and HCP coexist; FCC/HCP interface stacking changes from ABCABC to ABABAB",as named/reported,VERIFIED_WORKBOOK,"Figs.7,10; pp.10-13",source-reported,High,VERIFIED
P014,10.3390/ma17235893,P014_MAT_FE50MN30CO10CR10,,P014_MC_A600,P014_OBS_A600_FRACTURE,Evidence_Location,"Figs.7,10; pp.10-13",as named/reported,VERIFIED_WORKBOOK,"Figs.7,10; pp.10-13",source-reported,High,VERIFIED
P014,10.3390/ma17235893,P014_MAT_FE50MN30CO10CR10,,P014_MC_A600,P014_OBS_A600_FRACTURE,Confidence,High,as named/reported,VERIFIED_WORKBOOK,"Figs.7,10; pp.10-13",source-reported,High,VERIFIED
P014,10.3390/ma17235893,P014_MAT_FE50MN30CO10CR10,,P014_MC_A600,P014_OBS_A600_FRACTURE,Interpretation_Rule,TRIP remains active but is described as tending toward saturation in late deformation; HDI and dislocation–martensite interactions continue hardening.,as named/reported,VERIFIED_WORKBOOK,"Figs.7,10; pp.10-13",source-reported,High,VERIFIED
P014,10.3390/ma17235893,P014_MAT_FE50MN30CO10CR10,,P014_MC_ASCAST,,ML_Condition_ID,P014_MC_ASCAST,as named/reported,KEEP_NA,Table 1 only for tensile properties,source-reported,High,VERIFIED
P014,10.3390/ma17235893,P014_MAT_FE50MN30CO10CR10,,P014_MC_ASCAST,,TRIP_Evidence,No as-cast-specific post-tensile phase evolution characterized.,as named/reported,KEEP_NA,Table 1 only for tensile properties,source-reported,High,VERIFIED
P014,10.3390/ma17235893,P014_MAT_FE50MN30CO10CR10,,P014_MC_ASCAST,,TWIP_Evidence,No as-cast-specific post-tensile deformation-twin characterization.,as named/reported,KEEP_NA,Table 1 only for tensile properties,source-reported,High,VERIFIED
P014,10.3390/ma17235893,P014_MAT_FE50MN30CO10CR10,,P014_MC_ASCAST,,Slip_Evidence,No direct condition-specific mechanism analysis.,as named/reported,KEEP_NA,Table 1 only for tensile properties,source-reported,High,VERIFIED
P014,10.3390/ma17235893,P014_MAT_FE50MN30CO10CR10,,P014_MC_ASCAST,,HDI_Evidence,No direct condition-specific HDI analysis.,as named/reported,KEEP_NA,Table 1 only for tensile properties,source-reported,High,VERIFIED
P014,10.3390/ma17235893,P014_MAT_FE50MN30CO10CR10,,P014_MC_ASCAST,,Target_Status,KEEP_NA,as named/reported,KEEP_NA,Table 1 only for tensile properties,source-reported,High,VERIFIED
P014,10.3390/ma17235893,P014_MAT_FE50MN30CO10CR10,,P014_MC_ASCAST,,Negative_Evidence_Quality,NOT_APPLICABLE,as named/reported,KEEP_NA,Table 1 only for tensile properties,source-reported,High,VERIFIED
P014,10.3390/ma17235893,P014_MAT_FE50MN30CO10CR10,,P014_MC_ASCAST,,Evidence_Location,Table 1 only for tensile properties,as named/reported,KEEP_NA,Table 1 only for tensile properties,source-reported,High,VERIFIED
P014,10.3390/ma17235893,P014_MAT_FE50MN30CO10CR10,,P014_MC_ASCAST,,Confidence,High,as named/reported,KEEP_NA,Table 1 only for tensile properties,source-reported,High,VERIFIED
P014,10.3390/ma17235893,P014_MAT_FE50MN30CO10CR10,,P014_MC_ASCAST,,Notes,Pre-existing HCP does not prove tensile TRIP.,as named/reported,KEEP_NA,Table 1 only for tensile properties,source-reported,High,VERIFIED
P014,10.3390/ma17235893,P014_MAT_FE50MN30CO10CR10,,P014_MC_CR,,ML_Condition_ID,P014_MC_CR,as named/reported,KEEP_NA,Figs.2-3 + Table 1,source-reported,High,VERIFIED
P014,10.3390/ma17235893,P014_MAT_FE50MN30CO10CR10,,P014_MC_CR,,TRIP_Evidence,Cold rolling creates HCP before tensile testing; no CR-specific post-tensile TRIP trajectory is characterized.,as named/reported,KEEP_NA,Figs.2-3 + Table 1,source-reported,High,VERIFIED
P014,10.3390/ma17235893,P014_MAT_FE50MN30CO10CR10,,P014_MC_CR,,TWIP_Evidence,Cold rolling creates deformation twins before tensile testing; no CR-specific post-tensile TWIP trajectory is characterized.,as named/reported,KEEP_NA,Figs.2-3 + Table 1,source-reported,High,VERIFIED
P014,10.3390/ma17235893,P014_MAT_FE50MN30CO10CR10,,P014_MC_CR,,Slip_Evidence,No direct post-tensile mechanism analysis.,as named/reported,KEEP_NA,Figs.2-3 + Table 1,source-reported,High,VERIFIED
P014,10.3390/ma17235893,P014_MAT_FE50MN30CO10CR10,,P014_MC_CR,,HDI_Evidence,No direct post-tensile HDI analysis.,as named/reported,KEEP_NA,Figs.2-3 + Table 1,source-reported,High,VERIFIED
P014,10.3390/ma17235893,P014_MAT_FE50MN30CO10CR10,,P014_MC_CR,,Target_Status,KEEP_NA,as named/reported,KEEP_NA,Figs.2-3 + Table 1,source-reported,High,VERIFIED
P014,10.3390/ma17235893,P014_MAT_FE50MN30CO10CR10,,P014_MC_CR,,Negative_Evidence_Quality,NOT_APPLICABLE,as named/reported,KEEP_NA,Figs.2-3 + Table 1,source-reported,High,VERIFIED
P014,10.3390/ma17235893,P014_MAT_FE50MN30CO10CR10,,P014_MC_CR,,Evidence_Location,Figs.2-3 + Table 1,as named/reported,KEEP_NA,Figs.2-3 + Table 1,source-reported,High,VERIFIED
P014,10.3390/ma17235893,P014_MAT_FE50MN30CO10CR10,,P014_MC_CR,,Confidence,High,as named/reported,KEEP_NA,Figs.2-3 + Table 1,source-reported,High,VERIFIED
P014,10.3390/ma17235893,P014_MAT_FE50MN30CO10CR10,,P014_MC_CR,,Notes,"Processing-induced mechanisms are stored as precursor history, not tensile targets.",as named/reported,KEEP_NA,Figs.2-3 + Table 1,source-reported,High,VERIFIED
P014,10.3390/ma17235893,P014_MAT_FE50MN30CO10CR10,,P014_MC_A600,,ML_Condition_ID,P014_MC_A600,as named/reported,VERIFIED_JOINT,Figs.7-11; Discussion/Conclusions pp.11-14,source-reported,High,VERIFIED
P014,10.3390/ma17235893,P014_MAT_FE50MN30CO10CR10,,P014_MC_A600,,TRIP_Proposed,1.0,as named/reported,VERIFIED_JOINT,Figs.7-11; Discussion/Conclusions pp.11-14,source-reported,High,VERIFIED
P014,10.3390/ma17235893,P014_MAT_FE50MN30CO10CR10,,P014_MC_A600,,TWIP_Proposed,1.0,as named/reported,VERIFIED_JOINT,Figs.7-11; Discussion/Conclusions pp.11-14,source-reported,High,VERIFIED
P014,10.3390/ma17235893,P014_MAT_FE50MN30CO10CR10,,P014_MC_A600,,Slip_Proposed,1.0,as named/reported,VERIFIED_JOINT,Figs.7-11; Discussion/Conclusions pp.11-14,source-reported,High,VERIFIED
P014,10.3390/ma17235893,P014_MAT_FE50MN30CO10CR10,,P014_MC_A600,,HDI_Proposed,1.0,as named/reported,VERIFIED_JOINT,Figs.7-11; Discussion/Conclusions pp.11-14,source-reported,High,VERIFIED
P014,10.3390/ma17235893,P014_MAT_FE50MN30CO10CR10,,P014_MC_A600,,TRIP_Evidence,"Initial A600 is essentially FCC; HCP rises to 18.4% at 15%, 60.4% at 30%, and 65.1% at fracture.",as named/reported,VERIFIED_JOINT,Figs.7-11; Discussion/Conclusions pp.11-14,source-reported,High,VERIFIED
P014,10.3390/ma17235893,P014_MAT_FE50MN30CO10CR10,,P014_MC_A600,,TWIP_Evidence,Direct deformation twins are confirmed at 30% and fracture by TEM/SAED; paper explicitly identifies the TWIP effect.,as named/reported,VERIFIED_JOINT,Figs.7-11; Discussion/Conclusions pp.11-14,source-reported,High,VERIFIED
P014,10.3390/ma17235893,P014_MAT_FE50MN30CO10CR10,,P014_MC_A600,,Slip_Evidence,"High-density dislocations, dislocation cells and HDDWs are directly observed.",as named/reported,VERIFIED_JOINT,Figs.7-11; Discussion/Conclusions pp.11-14,source-reported,High,VERIFIED
P014,10.3390/ma17235893,P014_MAT_FE50MN30CO10CR10,,P014_MC_A600,,HDI_Evidence,Heterogeneous strain incompatibility generates GND/back-forward stresses; LUR-derived HDI strengthening and discussion directly support HDI hardening.,as named/reported,VERIFIED_JOINT,Figs.7-11; Discussion/Conclusions pp.11-14,source-reported,High,VERIFIED
P014,10.3390/ma17235893,P014_MAT_FE50MN30CO10CR10,,P014_MC_A600,,Target_Status,VERIFIED_JOINT,as named/reported,VERIFIED_JOINT,Figs.7-11; Discussion/Conclusions pp.11-14,source-reported,High,VERIFIED
P014,10.3390/ma17235893,P014_MAT_FE50MN30CO10CR10,,P014_MC_A600,,Negative_Evidence_Quality,NOT_APPLICABLE,as named/reported,VERIFIED_JOINT,Figs.7-11; Discussion/Conclusions pp.11-14,source-reported,High,VERIFIED
P014,10.3390/ma17235893,P014_MAT_FE50MN30CO10CR10,,P014_MC_A600,,Evidence_Location,Figs.7-11; Discussion/Conclusions pp.11-14,as named/reported,VERIFIED_JOINT,Figs.7-11; Discussion/Conclusions pp.11-14,source-reported,High,VERIFIED
P014,10.3390/ma17235893,P014_MAT_FE50MN30CO10CR10,,P014_MC_A600,,Confidence,High,as named/reported,VERIFIED_JOINT,Figs.7-11; Discussion/Conclusions pp.11-14,source-reported,High,VERIFIED
P014,10.3390/ma17235893,P014_MAT_FE50MN30CO10CR10,,P014_MC_A600,,Notes,TRIP is predominant in early deformation; TWIP and HDI hardening become important with further deformation.,as named/reported,VERIFIED_JOINT,Figs.7-11; Discussion/Conclusions pp.11-14,source-reported,High,VERIFIED
P014,10.3390/ma17235893,P014_MAT_FE50MN30CO10CR10,,P014_MC_A650,,ML_Condition_ID,P014_MC_A650,as named/reported,KEEP_NA,Table 1 + Fig.6,source-reported,High,VERIFIED
P014,10.3390/ma17235893,P014_MAT_FE50MN30CO10CR10,,P014_MC_A650,,TRIP_Evidence,No A650-specific post-tensile phase evolution is reported.,as named/reported,KEEP_NA,Table 1 + Fig.6,source-reported,High,VERIFIED
P014,10.3390/ma17235893,P014_MAT_FE50MN30CO10CR10,,P014_MC_A650,,TWIP_Evidence,No A650-specific deformation-twin evidence is reported.,as named/reported,KEEP_NA,Table 1 + Fig.6,source-reported,High,VERIFIED
P014,10.3390/ma17235893,P014_MAT_FE50MN30CO10CR10,,P014_MC_A650,,Slip_Evidence,Not directly characterized.,as named/reported,KEEP_NA,Table 1 + Fig.6,source-reported,High,VERIFIED
P014,10.3390/ma17235893,P014_MAT_FE50MN30CO10CR10,,P014_MC_A650,,HDI_Evidence,Not directly quantified for A650.,as named/reported,KEEP_NA,Table 1 + Fig.6,source-reported,High,VERIFIED
P014,10.3390/ma17235893,P014_MAT_FE50MN30CO10CR10,,P014_MC_A650,,Target_Status,KEEP_NA,as named/reported,KEEP_NA,Table 1 + Fig.6,source-reported,High,VERIFIED
P014,10.3390/ma17235893,P014_MAT_FE50MN30CO10CR10,,P014_MC_A650,,Negative_Evidence_Quality,NOT_APPLICABLE,as named/reported,KEEP_NA,Table 1 + Fig.6,source-reported,High,VERIFIED
P014,10.3390/ma17235893,P014_MAT_FE50MN30CO10CR10,,P014_MC_A650,,Evidence_Location,Table 1 + Fig.6,as named/reported,KEEP_NA,Table 1 + Fig.6,source-reported,High,VERIFIED
P014,10.3390/ma17235893,P014_MAT_FE50MN30CO10CR10,,P014_MC_A650,,Confidence,High,as named/reported,KEEP_NA,Table 1 + Fig.6,source-reported,High,VERIFIED
P014,10.3390/ma17235893,P014_MAT_FE50MN30CO10CR10,,P014_MC_A650,,Notes,Do not propagate A600 mechanisms to A650.,as named/reported,KEEP_NA,Table 1 + Fig.6,source-reported,High,VERIFIED
P014,10.3390/ma17235893,P014_MAT_FE50MN30CO10CR10,,P014_MC_A700,,ML_Condition_ID,P014_MC_A700,as named/reported,KEEP_NA,Table 1 + Fig.6,source-reported,High,VERIFIED
P014,10.3390/ma17235893,P014_MAT_FE50MN30CO10CR10,,P014_MC_A700,,TRIP_Evidence,No A700-specific post-tensile phase evolution is reported.,as named/reported,KEEP_NA,Table 1 + Fig.6,source-reported,High,VERIFIED
P014,10.3390/ma17235893,P014_MAT_FE50MN30CO10CR10,,P014_MC_A700,,TWIP_Evidence,No A700-specific deformation-twin evidence is reported.,as named/reported,KEEP_NA,Table 1 + Fig.6,source-reported,High,VERIFIED
P014,10.3390/ma17235893,P014_MAT_FE50MN30CO10CR10,,P014_MC_A700,,Slip_Evidence,Not directly characterized.,as named/reported,KEEP_NA,Table 1 + Fig.6,source-reported,High,VERIFIED
P014,10.3390/ma17235893,P014_MAT_FE50MN30CO10CR10,,P014_MC_A700,,HDI_Evidence,Not directly quantified for A700.,as named/reported,KEEP_NA,Table 1 + Fig.6,source-reported,High,VERIFIED
P014,10.3390/ma17235893,P014_MAT_FE50MN30CO10CR10,,P014_MC_A700,,Target_Status,KEEP_NA,as named/reported,KEEP_NA,Table 1 + Fig.6,source-reported,High,VERIFIED
P014,10.3390/ma17235893,P014_MAT_FE50MN30CO10CR10,,P014_MC_A700,,Negative_Evidence_Quality,NOT_APPLICABLE,as named/reported,KEEP_NA,Table 1 + Fig.6,source-reported,High,VERIFIED
P014,10.3390/ma17235893,P014_MAT_FE50MN30CO10CR10,,P014_MC_A700,,Evidence_Location,Table 1 + Fig.6,as named/reported,KEEP_NA,Table 1 + Fig.6,source-reported,High,VERIFIED
P014,10.3390/ma17235893,P014_MAT_FE50MN30CO10CR10,,P014_MC_A700,,Confidence,High,as named/reported,KEEP_NA,Table 1 + Fig.6,source-reported,High,VERIFIED
P014,10.3390/ma17235893,P014_MAT_FE50MN30CO10CR10,,P014_MC_A700,,Notes,Do not propagate A600 mechanisms to A700.,as named/reported,KEEP_NA,Table 1 + Fig.6,source-reported,High,VERIFIED
P014,10.3390/ma17235893,P014_MAT_FE50MN30CO10CR10,,P014_MC_A600,,ML_Condition_ID,P014_MC_A600,as named/reported,DIRECT_TEXT_DIFFERENCE,p.11,989 MPa A600 YS vs 300 MPa as-cast YS,High,VERIFIED
P014,10.3390/ma17235893,P014_MAT_FE50MN30CO10CR10,,P014_MC_A600,,Scope,A600,as named/reported,DIRECT_TEXT_DIFFERENCE,p.11,989 MPa A600 YS vs 300 MPa as-cast YS,High,VERIFIED
P014,10.3390/ma17235893,P014_MAT_FE50MN30CO10CR10,,P014_MC_A600,,Feature,YS_increase_vs_ascast,as named/reported,DIRECT_TEXT_DIFFERENCE,p.11,989 MPa A600 YS vs 300 MPa as-cast YS,High,VERIFIED
P014,10.3390/ma17235893,P014_MAT_FE50MN30CO10CR10,,P014_MC_A600,,Value,689.0,as named/reported,DIRECT_TEXT_DIFFERENCE,p.11,989 MPa A600 YS vs 300 MPa as-cast YS,High,VERIFIED
P014,10.3390/ma17235893,P014_MAT_FE50MN30CO10CR10,,P014_MC_A600,,Units,MPa,as named/reported,DIRECT_TEXT_DIFFERENCE,p.11,989 MPa A600 YS vs 300 MPa as-cast YS,High,VERIFIED
P014,10.3390/ma17235893,P014_MAT_FE50MN30CO10CR10,,P014_MC_A600,,Value_Status,DIRECT_TEXT_DIFFERENCE,as named/reported,DIRECT_TEXT_DIFFERENCE,p.11,989 MPa A600 YS vs 300 MPa as-cast YS,High,VERIFIED
P014,10.3390/ma17235893,P014_MAT_FE50MN30CO10CR10,,P014_MC_A600,,Method_or_Formula,989 MPa A600 YS vs 300 MPa as-cast YS,as named/reported,DIRECT_TEXT_DIFFERENCE,p.11,989 MPa A600 YS vs 300 MPa as-cast YS,High,VERIFIED
P014,10.3390/ma17235893,P014_MAT_FE50MN30CO10CR10,,P014_MC_A600,,Source_Reference_Status,CURRENT_PAPER,as named/reported,DIRECT_TEXT_DIFFERENCE,p.11,989 MPa A600 YS vs 300 MPa as-cast YS,High,VERIFIED
P014,10.3390/ma17235893,P014_MAT_FE50MN30CO10CR10,,P014_MC_A600,,Evidence_Location,p.11,as named/reported,DIRECT_TEXT_DIFFERENCE,p.11,989 MPa A600 YS vs 300 MPa as-cast YS,High,VERIFIED
P014,10.3390/ma17235893,P014_MAT_FE50MN30CO10CR10,,P014_MC_A600,,Confidence,High,as named/reported,DIRECT_TEXT_DIFFERENCE,p.11,989 MPa A600 YS vs 300 MPa as-cast YS,High,VERIFIED
P014,10.3390/ma17235893,P014_MAT_FE50MN30CO10CR10,,P014_MC_A600,,Leakage_or_Use_Rule,Outcome-derived comparison; do not use as a causal predictor in final target model without leakage review.,as named/reported,DIRECT_TEXT_DIFFERENCE,p.11,989 MPa A600 YS vs 300 MPa as-cast YS,High,VERIFIED
P014,10.3390/ma17235893,P014_MAT_FE50MN30CO10CR10,,P014_MC_A600,,Notes,"Strength gain attributed to synergistic dislocation, grain-boundary, twin-boundary and HDI strengthening.",as named/reported,DIRECT_TEXT_DIFFERENCE,p.11,989 MPa A600 YS vs 300 MPa as-cast YS,High,VERIFIED
P014,10.3390/ma17235893,P014_MAT_FE50MN30CO10CR10,,P014_MC_A600,,ML_Condition_ID,P014_MC_A600,as named/reported,CURRENT_PAPER_FIT_INTERCEPT/REPORTED_CONTRIBUTION,p.12; Fig.11,Load-unload-reload back-stress analysis over first ~16% strain; σ_HDI=(σu+σr)/2,High,VERIFIED
P014,10.3390/ma17235893,P014_MAT_FE50MN30CO10CR10,,P014_MC_A600,,Scope,A600,as named/reported,CURRENT_PAPER_FIT_INTERCEPT/REPORTED_CONTRIBUTION,p.12; Fig.11,Load-unload-reload back-stress analysis over first ~16% strain; σ_HDI=(σu+σr)/2,High,VERIFIED
P014,10.3390/ma17235893,P014_MAT_FE50MN30CO10CR10,,P014_MC_A600,,Feature,HDI_strength_contribution,as named/reported,CURRENT_PAPER_FIT_INTERCEPT/REPORTED_CONTRIBUTION,p.12; Fig.11,Load-unload-reload back-stress analysis over first ~16% strain; σ_HDI=(σu+σr)/2,High,VERIFIED
P014,10.3390/ma17235893,P014_MAT_FE50MN30CO10CR10,,P014_MC_A600,,Value,631.2,as named/reported,CURRENT_PAPER_FIT_INTERCEPT/REPORTED_CONTRIBUTION,p.12; Fig.11,Load-unload-reload back-stress analysis over first ~16% strain; σ_HDI=(σu+σr)/2,High,VERIFIED
P014,10.3390/ma17235893,P014_MAT_FE50MN30CO10CR10,,P014_MC_A600,,Units,MPa,as named/reported,CURRENT_PAPER_FIT_INTERCEPT/REPORTED_CONTRIBUTION,p.12; Fig.11,Load-unload-reload back-stress analysis over first ~16% strain; σ_HDI=(σu+σr)/2,High,VERIFIED
P014,10.3390/ma17235893,P014_MAT_FE50MN30CO10CR10,,P014_MC_A600,,Value_Status,CURRENT_PAPER_FIT_INTERCEPT/REPORTED_CONTRIBUTION,as named/reported,CURRENT_PAPER_FIT_INTERCEPT/REPORTED_CONTRIBUTION,p.12; Fig.11,Load-unload-reload back-stress analysis over first ~16% strain; σ_HDI=(σu+σr)/2,High,VERIFIED
P014,10.3390/ma17235893,P014_MAT_FE50MN30CO10CR10,,P014_MC_A600,,Method_or_Formula,Load-unload-reload back-stress analysis over first ~16% strain; σ_HDI=(σu+σr)/2,as named/reported,CURRENT_PAPER_FIT_INTERCEPT/REPORTED_CONTRIBUTION,p.12; Fig.11,Load-unload-reload back-stress analysis over first ~16% strain; σ_HDI=(σu+σr)/2,High,VERIFIED
P014,10.3390/ma17235893,P014_MAT_FE50MN30CO10CR10,,P014_MC_A600,,Source_Reference_Status,CURRENT_PAPER,as named/reported,CURRENT_PAPER_FIT_INTERCEPT/REPORTED_CONTRIBUTION,p.12; Fig.11,Load-unload-reload back-stress analysis over first ~16% strain; σ_HDI=(σu+σr)/2,High,VERIFIED
P014,10.3390/ma17235893,P014_MAT_FE50MN30CO10CR10,,P014_MC_A600,,Evidence_Location,p.12; Fig.11,as named/reported,CURRENT_PAPER_FIT_INTERCEPT/REPORTED_CONTRIBUTION,p.12; Fig.11,Load-unload-reload back-stress analysis over first ~16% strain; σ_HDI=(σu+σr)/2,High,VERIFIED
