Paper_ID,DOI,Condition_ID,Field,Missingness_Cause,Evidence_for_classification,Where_to_check,Requires_manual_review
P014,10.3390/ma17235893,P014_C01,Initial_FCC_fraction,UNKNOWN,Cannot distinguish not reported from not extracted without paper review,Processing; microstructure; tensile and strengthening/deformation-mechanism sections,True
P014,10.3390/ma17235893,P014_C01,Initial_HCP_fraction,UNKNOWN,Cannot distinguish not reported from not extracted without paper review,Processing; microstructure; tensile and strengthening/deformation-mechanism sections,True
P014,10.3390/ma17235893,P014_C01,Strain_rate_s-1,UNKNOWN,Cannot distinguish not reported from not extracted without paper review,Processing; microstructure; tensile and strengthening/deformation-mechanism sections,True
P014,10.3390/ma17235893,P014_C01,Homogenization_T_K,UNKNOWN,Cannot distinguish not reported from not extracted without paper review,Processing; microstructure; tensile and strengthening/deformation-mechanism sections,True
P014,10.3390/ma17235893,P014_C01,Homogenization_time_h,UNKNOWN,Cannot distinguish not reported from not extracted without paper review,Processing; microstructure; tensile and strengthening/deformation-mechanism sections,True
P014,10.3390/ma17235893,P014_C01,Hot_rolling_T_K,UNKNOWN,Cannot distinguish not reported from not extracted without paper review,Processing; microstructure; tensile and strengthening/deformation-mechanism sections,True
P014,10.3390/ma17235893,P014_C01,Hot_rolling_reduction_pct,UNKNOWN,Cannot distinguish not reported from not extracted without paper review,Processing; microstructure; tensile and strengthening/deformation-mechanism sections,True
P014,10.3390/ma17235893,P014_C01,Cold_rolling_reduction_pct,UNKNOWN,Cannot distinguish not reported from not extracted without paper review,Processing; microstructure; tensile and strengthening/deformation-mechanism sections,True
P014,10.3390/ma17235893,P014_C01,Annealing_T_K,UNKNOWN,Cannot distinguish not reported from not extracted without paper review,Processing; microstructure; tensile and strengthening/deformation-mechanism sections,True
P014,10.3390/ma17235893,P014_C01,Annealing_time_min,UNKNOWN,Cannot distinguish not reported from not extracted without paper review,Processing; microstructure; tensile and strengthening/deformation-mechanism sections,True
P014,10.3390/ma17235893,P014_C02,Grain_size_um,UNKNOWN,Cannot distinguish not reported from not extracted without paper review,Processing; microstructure; tensile and strengthening/deformation-mechanism sections,True
P014,10.3390/ma17235893,P014_C02,SFE_mJ_m2,UNKNOWN,Cannot distinguish not reported from not extracted without paper review,Processing; microstructure; tensile and strengthening/deformation-mechanism sections,True
P014,10.3390/ma17235893,P014_C02,DeltaG_FCC_HCP_J_mol,UNKNOWN,Cannot distinguish not reported from not extracted without paper review,Processing; microstructure; tensile and strengthening/deformation-mechanism sections,True
P014,10.3390/ma17235893,P014_C02,Initial_FCC_fraction,UNKNOWN,Cannot distinguish not reported from not extracted without paper review,Processing; microstructure; tensile and strengthening/deformation-mechanism sections,True
P014,10.3390/ma17235893,P014_C02,Initial_HCP_fraction,UNKNOWN,Cannot distinguish not reported from not extracted without paper review,Processing; microstructure; tensile and strengthening/deformation-mechanism sections,True
P014,10.3390/ma17235893,P014_C02,Strain_rate_s-1,UNKNOWN,Cannot distinguish not reported from not extracted without paper review,Processing; microstructure; tensile and strengthening/deformation-mechanism sections,True
P014,10.3390/ma17235893,P014_C02,Homogenization_T_K,UNKNOWN,Cannot distinguish not reported from not extracted without paper review,Processing; microstructure; tensile and strengthening/deformation-mechanism sections,True
P014,10.3390/ma17235893,P014_C02,Homogenization_time_h,UNKNOWN,Cannot distinguish not reported from not extracted without paper review,Processing; microstructure; tensile and strengthening/deformation-mechanism sections,True
P014,10.3390/ma17235893,P014_C02,Hot_rolling_T_K,UNKNOWN,Cannot distinguish not reported from not extracted without paper review,Processing; microstructure; tensile and strengthening/deformation-mechanism sections,True
P014,10.3390/ma17235893,P014_C02,Hot_rolling_reduction_pct,UNKNOWN,Cannot distinguish not reported from not extracted without paper review,Processing; microstructure; tensile and strengthening/deformation-mechanism sections,True
P014,10.3390/ma17235893,P014_C02,Cold_rolling_reduction_pct,UNKNOWN,Cannot distinguish not reported from not extracted without paper review,Processing; microstructure; tensile and strengthening/deformation-mechanism sections,True
P014,10.3390/ma17235893,P014_C02,Annealing_T_K,UNKNOWN,Cannot distinguish not reported from not extracted without paper review,Processing; microstructure; tensile and strengthening/deformation-mechanism sections,True
P014,10.3390/ma17235893,P014_C02,Annealing_time_min,UNKNOWN,Cannot distinguish not reported from not extracted without paper review,Processing; microstructure; tensile and strengthening/deformation-mechanism sections,True
P014,10.3390/ma17235893,P014_C03,Grain_size_um,UNKNOWN,Cannot distinguish not reported from not extracted without paper review,Processing; microstructure; tensile and strengthening/deformation-mechanism sections,True
P014,10.3390/ma17235893,P014_C03,SFE_mJ_m2,UNKNOWN,Cannot distinguish not reported from not extracted without paper review,Processing; microstructure; tensile and strengthening/deformation-mechanism sections,True
P014,10.3390/ma17235893,P014_C03,DeltaG_FCC_HCP_J_mol,UNKNOWN,Cannot distinguish not reported from not extracted without paper review,Processing; microstructure; tensile and strengthening/deformation-mechanism sections,True
P014,10.3390/ma17235893,P014_C03,Initial_FCC_fraction,UNKNOWN,Cannot distinguish not reported from not extracted without paper review,Processing; microstructure; tensile and strengthening/deformation-mechanism sections,True
P014,10.3390/ma17235893,P014_C03,Initial_HCP_fraction,UNKNOWN,Cannot distinguish not reported from not extracted without paper review,Processing; microstructure; tensile and strengthening/deformation-mechanism sections,True
P014,10.3390/ma17235893,P014_C03,Homogenization_T_K,UNKNOWN,Cannot distinguish not reported from not extracted without paper review,Processing; microstructure; tensile and strengthening/deformation-mechanism sections,True
P014,10.3390/ma17235893,P014_C03,Homogenization_time_h,UNKNOWN,Cannot distinguish not reported from not extracted without paper review,Processing; microstructure; tensile and strengthening/deformation-mechanism sections,True
P014,10.3390/ma17235893,P014_C03,Hot_rolling_T_K,UNKNOWN,Cannot distinguish not reported from not extracted without paper review,Processing; microstructure; tensile and strengthening/deformation-mechanism sections,True
P014,10.3390/ma17235893,P014_C03,Hot_rolling_reduction_pct,UNKNOWN,Cannot distinguish not reported from not extracted without paper review,Processing; microstructure; tensile and strengthening/deformation-mechanism sections,True
P014,10.3390/ma17235893,P014_C03,Cold_rolling_reduction_pct,UNKNOWN,Cannot distinguish not reported from not extracted without paper review,Processing; microstructure; tensile and strengthening/deformation-mechanism sections,True
P014,10.3390/ma17235893,P014_C04,Grain_size_um,UNKNOWN,Cannot distinguish not reported from not extracted without paper review,Processing; microstructure; tensile and strengthening/deformation-mechanism sections,True
P014,10.3390/ma17235893,P014_C04,SFE_mJ_m2,UNKNOWN,Cannot distinguish not reported from not extracted without paper review,Processing; microstructure; tensile and strengthening/deformation-mechanism sections,True
P014,10.3390/ma17235893,P014_C04,DeltaG_FCC_HCP_J_mol,UNKNOWN,Cannot distinguish not reported from not extracted without paper review,Processing; microstructure; tensile and strengthening/deformation-mechanism sections,True
P014,10.3390/ma17235893,P014_C04,Initial_FCC_fraction,UNKNOWN,Cannot distinguish not reported from not extracted without paper review,Processing; microstructure; tensile and strengthening/deformation-mechanism sections,True
P014,10.3390/ma17235893,P014_C04,Initial_HCP_fraction,UNKNOWN,Cannot distinguish not reported from not extracted without paper review,Processing; microstructure; tensile and strengthening/deformation-mechanism sections,True
P014,10.3390/ma17235893,P014_C04,Homogenization_T_K,UNKNOWN,Cannot distinguish not reported from not extracted without paper review,Processing; microstructure; tensile and strengthening/deformation-mechanism sections,True
P014,10.3390/ma17235893,P014_C04,Homogenization_time_h,UNKNOWN,Cannot distinguish not reported from not extracted without paper review,Processing; microstructure; tensile and strengthening/deformation-mechanism sections,True
P014,10.3390/ma17235893,P014_C04,Hot_rolling_T_K,UNKNOWN,Cannot distinguish not reported from not extracted without paper review,Processing; microstructure; tensile and strengthening/deformation-mechanism sections,True
P014,10.3390/ma17235893,P014_C04,Hot_rolling_reduction_pct,UNKNOWN,Cannot distinguish not reported from not extracted without paper review,Processing; microstructure; tensile and strengthening/deformation-mechanism sections,True
P014,10.3390/ma17235893,P014_C04,Cold_rolling_reduction_pct,UNKNOWN,Cannot distinguish not reported from not extracted without paper review,Processing; microstructure; tensile and strengthening/deformation-mechanism sections,True
P014,10.3390/ma17235893,P014_C05,Grain_size_um,UNKNOWN,Cannot distinguish not reported from not extracted without paper review,Processing; microstructure; tensile and strengthening/deformation-mechanism sections,True
P014,10.3390/ma17235893,P014_C05,SFE_mJ_m2,UNKNOWN,Cannot distinguish not reported from not extracted without paper review,Processing; microstructure; tensile and strengthening/deformation-mechanism sections,True
P014,10.3390/ma17235893,P014_C05,DeltaG_FCC_HCP_J_mol,UNKNOWN,Cannot distinguish not reported from not extracted without paper review,Processing; microstructure; tensile and strengthening/deformation-mechanism sections,True
P014,10.3390/ma17235893,P014_C05,Initial_FCC_fraction,UNKNOWN,Cannot distinguish not reported from not extracted without paper review,Processing; microstructure; tensile and strengthening/deformation-mechanism sections,True
P014,10.3390/ma17235893,P014_C05,Initial_HCP_fraction,UNKNOWN,Cannot distinguish not reported from not extracted without paper review,Processing; microstructure; tensile and strengthening/deformation-mechanism sections,True
P014,10.3390/ma17235893,P014_C05,Homogenization_T_K,UNKNOWN,Cannot distinguish not reported from not extracted without paper review,Processing; microstructure; tensile and strengthening/deformation-mechanism sections,True
P014,10.3390/ma17235893,P014_C05,Homogenization_time_h,UNKNOWN,Cannot distinguish not reported from not extracted without paper review,Processing; microstructure; tensile and strengthening/deformation-mechanism sections,True
P014,10.3390/ma17235893,P014_C05,Hot_rolling_T_K,UNKNOWN,Cannot distinguish not reported from not extracted without paper review,Processing; microstructure; tensile and strengthening/deformation-mechanism sections,True
P014,10.3390/ma17235893,P014_C05,Hot_rolling_reduction_pct,UNKNOWN,Cannot distinguish not reported from not extracted without paper review,Processing; microstructure; tensile and strengthening/deformation-mechanism sections,True
P014,10.3390/ma17235893,P014_C05,Cold_rolling_reduction_pct,UNKNOWN,Cannot distinguish not reported from not extracted without paper review,Processing; microstructure; tensile and strengthening/deformation-mechanism sections,True
P015,10.1016/j.jallcom.2026.188919,P015_C01,Grain_size_um,UNKNOWN,Cannot distinguish not reported from not extracted without paper review,Abstract; Sections 2.1-2.4; mechanism model; conclusions,True
P015,10.1016/j.jallcom.2026.188919,P015_C01,DeltaG_FCC_HCP_J_mol,UNKNOWN,Cannot distinguish not reported from not extracted without paper review,Abstract; Sections 2.1-2.4; mechanism model; conclusions,True
P015,10.1016/j.jallcom.2026.188919,P015_C01,Initial_HCP_fraction,UNKNOWN,Cannot distinguish not reported from not extracted without paper review,Abstract; Sections 2.1-2.4; mechanism model; conclusions,True
P015,10.1016/j.jallcom.2026.188919,P015_C01,Hot_rolling_T_K,UNKNOWN,Cannot distinguish not reported from not extracted without paper review,Abstract; Sections 2.1-2.4; mechanism model; conclusions,True
P015,10.1016/j.jallcom.2026.188919,P015_C01,Hot_rolling_reduction_pct,UNKNOWN,Cannot distinguish not reported from not extracted without paper review,Abstract; Sections 2.1-2.4; mechanism model; conclusions,True
P015,10.1016/j.jallcom.2026.188919,P015_C01,Cold_rolling_reduction_pct,UNKNOWN,Cannot distinguish not reported from not extracted without paper review,Abstract; Sections 2.1-2.4; mechanism model; conclusions,True
P015,10.1016/j.jallcom.2026.188919,P015_C01,Annealing_T_K,UNKNOWN,Cannot distinguish not reported from not extracted without paper review,Abstract; Sections 2.1-2.4; mechanism model; conclusions,True
P015,10.1016/j.jallcom.2026.188919,P015_C01,Annealing_time_min,UNKNOWN,Cannot distinguish not reported from not extracted without paper review,Abstract; Sections 2.1-2.4; mechanism model; conclusions,True
P015,10.1016/j.jallcom.2026.188919,P015_C02,Grain_size_um,UNKNOWN,Cannot distinguish not reported from not extracted without paper review,Abstract; Sections 2.1-2.4; mechanism model; conclusions,True
P015,10.1016/j.jallcom.2026.188919,P015_C02,DeltaG_FCC_HCP_J_mol,UNKNOWN,Cannot distinguish not reported from not extracted without paper review,Abstract; Sections 2.1-2.4; mechanism model; conclusions,True
P015,10.1016/j.jallcom.2026.188919,P015_C02,Initial_HCP_fraction,UNKNOWN,Cannot distinguish not reported from not extracted without paper review,Abstract; Sections 2.1-2.4; mechanism model; conclusions,True
P015,10.1016/j.jallcom.2026.188919,P015_C02,Hot_rolling_T_K,UNKNOWN,Cannot distinguish not reported from not extracted without paper review,Abstract; Sections 2.1-2.4; mechanism model; conclusions,True
P015,10.1016/j.jallcom.2026.188919,P015_C02,Hot_rolling_reduction_pct,UNKNOWN,Cannot distinguish not reported from not extracted without paper review,Abstract; Sections 2.1-2.4; mechanism model; conclusions,True
P015,10.1016/j.jallcom.2026.188919,P015_C02,Cold_rolling_reduction_pct,UNKNOWN,Cannot distinguish not reported from not extracted without paper review,Abstract; Sections 2.1-2.4; mechanism model; conclusions,True
P015,10.1016/j.jallcom.2026.188919,P015_C02,Annealing_T_K,UNKNOWN,Cannot distinguish not reported from not extracted without paper review,Abstract; Sections 2.1-2.4; mechanism model; conclusions,True
P015,10.1016/j.jallcom.2026.188919,P015_C02,Annealing_time_min,UNKNOWN,Cannot distinguish not reported from not extracted without paper review,Abstract; Sections 2.1-2.4; mechanism model; conclusions,True
P016,10.1016/j.actamat.2018.10.017,P016_C01,Grain_size_um,UNKNOWN,Cannot distinguish not reported from not extracted without paper review,Acta Materialia 163 (2019) 40–54,True
P016,10.1016/j.actamat.2018.10.017,P016_C01,SFE_mJ_m2,UNKNOWN,Cannot distinguish not reported from not extracted without paper review,Acta Materialia 163 (2019) 40–54,True
P016,10.1016/j.actamat.2018.10.017,P016_C01,DeltaG_FCC_HCP_J_mol,UNKNOWN,Cannot distinguish not reported from not extracted without paper review,Acta Materialia 163 (2019) 40–54,True
P016,10.1016/j.actamat.2018.10.017,P016_C01,Initial_FCC_fraction,UNKNOWN,Cannot distinguish not reported from not extracted without paper review,Acta Materialia 163 (2019) 40–54,True
P016,10.1016/j.actamat.2018.10.017,P016_C01,Initial_HCP_fraction,UNKNOWN,Cannot distinguish not reported from not extracted without paper review,Acta Materialia 163 (2019) 40–54,True
P016,10.1016/j.actamat.2018.10.017,P016_C01,Hot_rolling_T_K,UNKNOWN,Cannot distinguish not reported from not extracted without paper review,Acta Materialia 163 (2019) 40–54,True
P016,10.1016/j.actamat.2018.10.017,P016_C01,Hot_rolling_reduction_pct,UNKNOWN,Cannot distinguish not reported from not extracted without paper review,Acta Materialia 163 (2019) 40–54,True
P016,10.1016/j.actamat.2018.10.017,P016_C02,Grain_size_um,UNKNOWN,Cannot distinguish not reported from not extracted without paper review,Acta Materialia 163 (2019) 40–54,True
P016,10.1016/j.actamat.2018.10.017,P016_C02,SFE_mJ_m2,UNKNOWN,Cannot distinguish not reported from not extracted without paper review,Acta Materialia 163 (2019) 40–54,True
P016,10.1016/j.actamat.2018.10.017,P016_C02,DeltaG_FCC_HCP_J_mol,UNKNOWN,Cannot distinguish not reported from not extracted without paper review,Acta Materialia 163 (2019) 40–54,True
P016,10.1016/j.actamat.2018.10.017,P016_C02,Initial_FCC_fraction,UNKNOWN,Cannot distinguish not reported from not extracted without paper review,Acta Materialia 163 (2019) 40–54,True
P016,10.1016/j.actamat.2018.10.017,P016_C02,Initial_HCP_fraction,UNKNOWN,Cannot distinguish not reported from not extracted without paper review,Acta Materialia 163 (2019) 40–54,True
P016,10.1016/j.actamat.2018.10.017,P016_C02,Hot_rolling_T_K,UNKNOWN,Cannot distinguish not reported from not extracted without paper review,Acta Materialia 163 (2019) 40–54,True
P016,10.1016/j.actamat.2018.10.017,P016_C02,Hot_rolling_reduction_pct,UNKNOWN,Cannot distinguish not reported from not extracted without paper review,Acta Materialia 163 (2019) 40–54,True
P016,10.1016/j.actamat.2018.10.017,P016_C03,Grain_size_um,UNKNOWN,Cannot distinguish not reported from not extracted without paper review,Acta Materialia 163 (2019) 40–54,True
P016,10.1016/j.actamat.2018.10.017,P016_C03,SFE_mJ_m2,UNKNOWN,Cannot distinguish not reported from not extracted without paper review,Acta Materialia 163 (2019) 40–54,True
P016,10.1016/j.actamat.2018.10.017,P016_C03,DeltaG_FCC_HCP_J_mol,UNKNOWN,Cannot distinguish not reported from not extracted without paper review,Acta Materialia 163 (2019) 40–54,True
P016,10.1016/j.actamat.2018.10.017,P016_C03,Initial_FCC_fraction,UNKNOWN,Cannot distinguish not reported from not extracted without paper review,Acta Materialia 163 (2019) 40–54,True
P016,10.1016/j.actamat.2018.10.017,P016_C03,Initial_HCP_fraction,UNKNOWN,Cannot distinguish not reported from not extracted without paper review,Acta Materialia 163 (2019) 40–54,True
P016,10.1016/j.actamat.2018.10.017,P016_C03,Hot_rolling_T_K,UNKNOWN,Cannot distinguish not reported from not extracted without paper review,Acta Materialia 163 (2019) 40–54,True
P016,10.1016/j.actamat.2018.10.017,P016_C03,Hot_rolling_reduction_pct,UNKNOWN,Cannot distinguish not reported from not extracted without paper review,Acta Materialia 163 (2019) 40–54,True
P016,10.1016/j.actamat.2018.10.017,P016_C03,Annealing_time_min,UNKNOWN,Cannot distinguish not reported from not extracted without paper review,Acta Materialia 163 (2019) 40–54,True
P017,10.1016/j.ijplas.2019.102649,P017_C01,Grain_size_um,UNKNOWN,Cannot distinguish not reported from not extracted without paper review,International Journal of Plasticity 127 (2020) 102649,True
P017,10.1016/j.ijplas.2019.102649,P017_C01,SFE_mJ_m2,UNKNOWN,Cannot distinguish not reported from not extracted without paper review,International Journal of Plasticity 127 (2020) 102649,True
P017,10.1016/j.ijplas.2019.102649,P017_C01,DeltaG_FCC_HCP_J_mol,UNKNOWN,Cannot distinguish not reported from not extracted without paper review,International Journal of Plasticity 127 (2020) 102649,True
P017,10.1016/j.ijplas.2019.102649,P017_C01,Initial_FCC_fraction,UNKNOWN,Cannot distinguish not reported from not extracted without paper review,International Journal of Plasticity 127 (2020) 102649,True
P017,10.1016/j.ijplas.2019.102649,P017_C01,Initial_HCP_fraction,UNKNOWN,Cannot distinguish not reported from not extracted without paper review,International Journal of Plasticity 127 (2020) 102649,True
P017,10.1016/j.ijplas.2019.102649,P017_C01,Homogenization_T_K,UNKNOWN,Cannot distinguish not reported from not extracted without paper review,International Journal of Plasticity 127 (2020) 102649,True
P017,10.1016/j.ijplas.2019.102649,P017_C01,Homogenization_time_h,UNKNOWN,Cannot distinguish not reported from not extracted without paper review,International Journal of Plasticity 127 (2020) 102649,True
P017,10.1016/j.ijplas.2019.102649,P017_C01,Hot_rolling_T_K,UNKNOWN,Cannot distinguish not reported from not extracted without paper review,International Journal of Plasticity 127 (2020) 102649,True
P017,10.1016/j.ijplas.2019.102649,P017_C01,Hot_rolling_reduction_pct,UNKNOWN,Cannot distinguish not reported from not extracted without paper review,International Journal of Plasticity 127 (2020) 102649,True
P017,10.1016/j.ijplas.2019.102649,P017_C01,Cold_rolling_reduction_pct,UNKNOWN,Cannot distinguish not reported from not extracted without paper review,International Journal of Plasticity 127 (2020) 102649,True
P017,10.1016/j.ijplas.2019.102649,P017_C01,Annealing_T_K,UNKNOWN,Cannot distinguish not reported from not extracted without paper review,International Journal of Plasticity 127 (2020) 102649,True
P017,10.1016/j.ijplas.2019.102649,P017_C01,Annealing_time_min,UNKNOWN,Cannot distinguish not reported from not extracted without paper review,International Journal of Plasticity 127 (2020) 102649,True
P017,10.1016/j.ijplas.2019.102649,P017_C02,Grain_size_um,UNKNOWN,Cannot distinguish not reported from not extracted without paper review,International Journal of Plasticity 127 (2020) 102649,True
P017,10.1016/j.ijplas.2019.102649,P017_C02,SFE_mJ_m2,UNKNOWN,Cannot distinguish not reported from not extracted without paper review,International Journal of Plasticity 127 (2020) 102649,True
P017,10.1016/j.ijplas.2019.102649,P017_C02,DeltaG_FCC_HCP_J_mol,UNKNOWN,Cannot distinguish not reported from not extracted without paper review,International Journal of Plasticity 127 (2020) 102649,True
P017,10.1016/j.ijplas.2019.102649,P017_C02,Initial_FCC_fraction,UNKNOWN,Cannot distinguish not reported from not extracted without paper review,International Journal of Plasticity 127 (2020) 102649,True
P017,10.1016/j.ijplas.2019.102649,P017_C02,Initial_HCP_fraction,UNKNOWN,Cannot distinguish not reported from not extracted without paper review,International Journal of Plasticity 127 (2020) 102649,True
P017,10.1016/j.ijplas.2019.102649,P017_C02,Homogenization_T_K,UNKNOWN,Cannot distinguish not reported from not extracted without paper review,International Journal of Plasticity 127 (2020) 102649,True
P017,10.1016/j.ijplas.2019.102649,P017_C02,Homogenization_time_h,UNKNOWN,Cannot distinguish not reported from not extracted without paper review,International Journal of Plasticity 127 (2020) 102649,True
P017,10.1016/j.ijplas.2019.102649,P017_C02,Hot_rolling_T_K,UNKNOWN,Cannot distinguish not reported from not extracted without paper review,International Journal of Plasticity 127 (2020) 102649,True
P017,10.1016/j.ijplas.2019.102649,P017_C02,Hot_rolling_reduction_pct,UNKNOWN,Cannot distinguish not reported from not extracted without paper review,International Journal of Plasticity 127 (2020) 102649,True
P017,10.1016/j.ijplas.2019.102649,P017_C02,Cold_rolling_reduction_pct,UNKNOWN,Cannot distinguish not reported from not extracted without paper review,International Journal of Plasticity 127 (2020) 102649,True
P017,10.1016/j.ijplas.2019.102649,P017_C02,Annealing_T_K,UNKNOWN,Cannot distinguish not reported from not extracted without paper review,International Journal of Plasticity 127 (2020) 102649,True
P017,10.1016/j.ijplas.2019.102649,P017_C02,Annealing_time_min,UNKNOWN,Cannot distinguish not reported from not extracted without paper review,International Journal of Plasticity 127 (2020) 102649,True
P017,10.1016/j.ijplas.2019.102649,P017_C03,Grain_size_um,UNKNOWN,Cannot distinguish not reported from not extracted without paper review,International Journal of Plasticity 127 (2020) 102649,True
P017,10.1016/j.ijplas.2019.102649,P017_C03,SFE_mJ_m2,UNKNOWN,Cannot distinguish not reported from not extracted without paper review,International Journal of Plasticity 127 (2020) 102649,True
P017,10.1016/j.ijplas.2019.102649,P017_C03,DeltaG_FCC_HCP_J_mol,UNKNOWN,Cannot distinguish not reported from not extracted without paper review,International Journal of Plasticity 127 (2020) 102649,True
P017,10.1016/j.ijplas.2019.102649,P017_C03,Initial_FCC_fraction,UNKNOWN,Cannot distinguish not reported from not extracted without paper review,International Journal of Plasticity 127 (2020) 102649,True
P017,10.1016/j.ijplas.2019.102649,P017_C03,Initial_HCP_fraction,UNKNOWN,Cannot distinguish not reported from not extracted without paper review,International Journal of Plasticity 127 (2020) 102649,True
P017,10.1016/j.ijplas.2019.102649,P017_C03,Homogenization_T_K,UNKNOWN,Cannot distinguish not reported from not extracted without paper review,International Journal of Plasticity 127 (2020) 102649,True
P017,10.1016/j.ijplas.2019.102649,P017_C03,Homogenization_time_h,UNKNOWN,Cannot distinguish not reported from not extracted without paper review,International Journal of Plasticity 127 (2020) 102649,True
P017,10.1016/j.ijplas.2019.102649,P017_C03,Hot_rolling_T_K,UNKNOWN,Cannot distinguish not reported from not extracted without paper review,International Journal of Plasticity 127 (2020) 102649,True
P017,10.1016/j.ijplas.2019.102649,P017_C03,Hot_rolling_reduction_pct,UNKNOWN,Cannot distinguish not reported from not extracted without paper review,International Journal of Plasticity 127 (2020) 102649,True
P017,10.1016/j.ijplas.2019.102649,P017_C03,Cold_rolling_reduction_pct,UNKNOWN,Cannot distinguish not reported from not extracted without paper review,International Journal of Plasticity 127 (2020) 102649,True
P017,10.1016/j.ijplas.2019.102649,P017_C03,Annealing_T_K,UNKNOWN,Cannot distinguish not reported from not extracted without paper review,International Journal of Plasticity 127 (2020) 102649,True
P017,10.1016/j.ijplas.2019.102649,P017_C03,Annealing_time_min,UNKNOWN,Cannot distinguish not reported from not extracted without paper review,International Journal of Plasticity 127 (2020) 102649,True
P017,10.1016/j.ijplas.2019.102649,P017_C04,Grain_size_um,UNKNOWN,Cannot distinguish not reported from not extracted without paper review,International Journal of Plasticity 127 (2020) 102649,True
P017,10.1016/j.ijplas.2019.102649,P017_C04,SFE_mJ_m2,UNKNOWN,Cannot distinguish not reported from not extracted without paper review,International Journal of Plasticity 127 (2020) 102649,True
P017,10.1016/j.ijplas.2019.102649,P017_C04,DeltaG_FCC_HCP_J_mol,UNKNOWN,Cannot distinguish not reported from not extracted without paper review,International Journal of Plasticity 127 (2020) 102649,True
P017,10.1016/j.ijplas.2019.102649,P017_C04,Initial_FCC_fraction,UNKNOWN,Cannot distinguish not reported from not extracted without paper review,International Journal of Plasticity 127 (2020) 102649,True
P017,10.1016/j.ijplas.2019.102649,P017_C04,Initial_HCP_fraction,UNKNOWN,Cannot distinguish not reported from not extracted without paper review,International Journal of Plasticity 127 (2020) 102649,True
P017,10.1016/j.ijplas.2019.102649,P017_C04,Homogenization_T_K,UNKNOWN,Cannot distinguish not reported from not extracted without paper review,International Journal of Plasticity 127 (2020) 102649,True
P017,10.1016/j.ijplas.2019.102649,P017_C04,Homogenization_time_h,UNKNOWN,Cannot distinguish not reported from not extracted without paper review,International Journal of Plasticity 127 (2020) 102649,True
P017,10.1016/j.ijplas.2019.102649,P017_C04,Hot_rolling_T_K,UNKNOWN,Cannot distinguish not reported from not extracted without paper review,International Journal of Plasticity 127 (2020) 102649,True
P017,10.1016/j.ijplas.2019.102649,P017_C04,Hot_rolling_reduction_pct,UNKNOWN,Cannot distinguish not reported from not extracted without paper review,International Journal of Plasticity 127 (2020) 102649,True
P017,10.1016/j.ijplas.2019.102649,P017_C04,Cold_rolling_reduction_pct,UNKNOWN,Cannot distinguish not reported from not extracted without paper review,International Journal of Plasticity 127 (2020) 102649,True
P017,10.1016/j.ijplas.2019.102649,P017_C04,Annealing_T_K,UNKNOWN,Cannot distinguish not reported from not extracted without paper review,International Journal of Plasticity 127 (2020) 102649,True
P017,10.1016/j.ijplas.2019.102649,P017_C04,Annealing_time_min,UNKNOWN,Cannot distinguish not reported from not extracted without paper review,International Journal of Plasticity 127 (2020) 102649,True
P017,10.1016/j.ijplas.2019.102649,P017_C05,Grain_size_um,UNKNOWN,Cannot distinguish not reported from not extracted without paper review,International Journal of Plasticity 127 (2020) 102649,True
P017,10.1016/j.ijplas.2019.102649,P017_C05,SFE_mJ_m2,UNKNOWN,Cannot distinguish not reported from not extracted without paper review,International Journal of Plasticity 127 (2020) 102649,True
P017,10.1016/j.ijplas.2019.102649,P017_C05,DeltaG_FCC_HCP_J_mol,UNKNOWN,Cannot distinguish not reported from not extracted without paper review,International Journal of Plasticity 127 (2020) 102649,True
P017,10.1016/j.ijplas.2019.102649,P017_C05,Initial_FCC_fraction,UNKNOWN,Cannot distinguish not reported from not extracted without paper review,International Journal of Plasticity 127 (2020) 102649,True
P017,10.1016/j.ijplas.2019.102649,P017_C05,Initial_HCP_fraction,UNKNOWN,Cannot distinguish not reported from not extracted without paper review,International Journal of Plasticity 127 (2020) 102649,True
P017,10.1016/j.ijplas.2019.102649,P017_C05,Homogenization_T_K,UNKNOWN,Cannot distinguish not reported from not extracted without paper review,International Journal of Plasticity 127 (2020) 102649,True
P017,10.1016/j.ijplas.2019.102649,P017_C05,Homogenization_time_h,UNKNOWN,Cannot distinguish not reported from not extracted without paper review,International Journal of Plasticity 127 (2020) 102649,True
P017,10.1016/j.ijplas.2019.102649,P017_C05,Hot_rolling_T_K,UNKNOWN,Cannot distinguish not reported from not extracted without paper review,International Journal of Plasticity 127 (2020) 102649,True
P017,10.1016/j.ijplas.2019.102649,P017_C05,Hot_rolling_reduction_pct,UNKNOWN,Cannot distinguish not reported from not extracted without paper review,International Journal of Plasticity 127 (2020) 102649,True
P017,10.1016/j.ijplas.2019.102649,P017_C05,Cold_rolling_reduction_pct,UNKNOWN,Cannot distinguish not reported from not extracted without paper review,International Journal of Plasticity 127 (2020) 102649,True
P017,10.1016/j.ijplas.2019.102649,P017_C05,Annealing_T_K,UNKNOWN,Cannot distinguish not reported from not extracted without paper review,International Journal of Plasticity 127 (2020) 102649,True
P017,10.1016/j.ijplas.2019.102649,P017_C05,Annealing_time_min,UNKNOWN,Cannot distinguish not reported from not extracted without paper review,International Journal of Plasticity 127 (2020) 102649,True
