Paper_ID,ML_Condition_ID,Observation_ID,Feature_Name,Original_Value,Recovered_Value,Units,Evidence_Type,Evidence_Location,Page,Figure,Table,Section,Extraction_Method,Confidence,Reviewer_Status,Reviewer_Notes
P016,P016_MC01,OBS073,TWIP evidence,Evidence_TWIP=Condition-specific binary TWIP label not explicitly assigned,,text/evidence,,,,,,,,,PENDING_SOURCE_REVIEW,
P016,P016_MC01,OBS073,phase-transformation evidence,Characterization_methods=EBSD; ECC; XRD; TEM; DIC,,mixed; preserve each reported unit,,,,,,,,,PENDING_SOURCE_REVIEW,
P016,P016_MC01,OBS073,specimen identity,,,identifier/text,,,,,,,,,PENDING_SOURCE_REVIEW,
P016,P016_MC01,OBS073,replicate identity,,,identifier/text,,,,,,,,,PENDING_SOURCE_REVIEW,
P016,P016_MC01,OBS073,condition-to-test-series linkage,Parent_Experiment_ID=P016_PE01,,identifier/text,,,,,,,,,PENDING_SOURCE_REVIEW,
P016,P016_MC02,OBS074,grain size,,,as reported (currently µm field),,,,,,,,,PENDING_SOURCE_REVIEW,
P016,P016_MC02,OBS074,SFE,,,as reported (currently mJ m^-2 field),,,,,,,,,PENDING_SOURCE_REVIEW,
P016,P016_MC02,OBS074,SFE method,,,method/text,,,,,,,,,PENDING_SOURCE_REVIEW,
P016,P016_MC02,OBS074,initial FCC fraction,,,as reported,,,,,,,,,PENDING_SOURCE_REVIEW,
P016,P016_MC02,OBS074,initial HCP fraction,,,as reported,,,,,,,,,PENDING_SOURCE_REVIEW,
P016,P016_MC02,OBS074,DeltaG / transformation driving force,,,as reported (currently J mol^-1 field),,,,,,,,,PENDING_SOURCE_REVIEW,
P016,P016_MC02,OBS074,strain rate,Strain_rate_s-1=0.001,,as reported (currently s^-1 field),,,,,,,,,PENDING_SOURCE_REVIEW,
P016,P016_MC02,OBS074,test temperature,Test_T_K=298.0,,as reported (currently K field),,,,,,,,,PENDING_SOURCE_REVIEW,
P016,P016_MC02,OBS074,processing history,Processing_route=Hot roll 50%; homogenize 1200C/2h; cold roll 67%; temper/anneal | Homogenization_T_K=1473.0 | Homogenization_time_h=2.0 | Cold_rolling_reduction_pct=67.0 | Annealing_T_K=673.0 | Annealing_time_min=10.0,,mixed; preserve each reported unit,,,,,,,,,PENDING_SOURCE_REVIEW,
P016,P016_MC02,OBS074,mechanical properties,,,mixed; preserve each reported unit,,,,,,,,,PENDING_SOURCE_REVIEW,
P016,P016_MC02,OBS074,TRIP evidence,Evidence_TRIP=Condition-specific binary TRIP label not explicitly assigned,,text/evidence,,,,,,,,,PENDING_SOURCE_REVIEW,
P016,P016_MC02,OBS074,TWIP evidence,Evidence_TWIP=Condition-specific binary TWIP label not explicitly assigned,,text/evidence,,,,,,,,,PENDING_SOURCE_REVIEW,
P016,P016_MC02,OBS074,phase-transformation evidence,Characterization_methods=EBSD; ECC; XRD; TEM; DIC,,mixed; preserve each reported unit,,,,,,,,,PENDING_SOURCE_REVIEW,
P016,P016_MC02,OBS074,specimen identity,,,identifier/text,,,,,,,,,PENDING_SOURCE_REVIEW,
P016,P016_MC02,OBS074,replicate identity,,,identifier/text,,,,,,,,,PENDING_SOURCE_REVIEW,
P016,P016_MC02,OBS074,condition-to-test-series linkage,Parent_Experiment_ID=P016_PE02,,identifier/text,,,,,,,,,PENDING_SOURCE_REVIEW,
P016,P016_MC03,OBS075,grain size,,,as reported (currently µm field),,,,,,,,,PENDING_SOURCE_REVIEW,
P016,P016_MC03,OBS075,SFE,,,as reported (currently mJ m^-2 field),,,,,,,,,PENDING_SOURCE_REVIEW,
P016,P016_MC03,OBS075,SFE method,,,method/text,,,,,,,,,PENDING_SOURCE_REVIEW,
P016,P016_MC03,OBS075,initial FCC fraction,,,as reported,,,,,,,,,PENDING_SOURCE_REVIEW,
P016,P016_MC03,OBS075,initial HCP fraction,,,as reported,,,,,,,,,PENDING_SOURCE_REVIEW,
P016,P016_MC03,OBS075,DeltaG / transformation driving force,,,as reported (currently J mol^-1 field),,,,,,,,,PENDING_SOURCE_REVIEW,
P016,P016_MC03,OBS075,strain rate,Strain_rate_s-1=0.001,,as reported (currently s^-1 field),,,,,,,,,PENDING_SOURCE_REVIEW,
P016,P016_MC03,OBS075,test temperature,Test_T_K=298.0,,as reported (currently K field),,,,,,,,,PENDING_SOURCE_REVIEW,
P016,P016_MC03,OBS075,processing history,Processing_route=Hot roll 50%; homogenize 1200C/2h; cold roll 67%; temper/anneal | Homogenization_T_K=1473.0 | Homogenization_time_h=2.0 | Cold_rolling_reduction_pct=67.0 | Annealing_T_K=923.0,,mixed; preserve each reported unit,,,,,,,,,PENDING_SOURCE_REVIEW,
P016,P016_MC03,OBS075,mechanical properties,Elongation_pct=60.0,,mixed; preserve each reported unit,,,,,,,,,PENDING_SOURCE_REVIEW,
P016,P016_MC03,OBS075,TRIP evidence,Evidence_TRIP=Sequential phase-stability response linked to grain-size hierarchy,,text/evidence,,,,,,,,,PENDING_SOURCE_REVIEW,
P016,P016_MC03,OBS075,TWIP evidence,Evidence_TWIP=Sequential twinning response linked to grain-size hierarchy,,text/evidence,,,,,,,,,PENDING_SOURCE_REVIEW,
P016,P016_MC03,OBS075,phase-transformation evidence,Characterization_methods=EBSD; ECC; XRD; TEM; DIC,,mixed; preserve each reported unit,,,,,,,,,PENDING_SOURCE_REVIEW,
P016,P016_MC03,OBS075,specimen identity,,,identifier/text,,,,,,,,,PENDING_SOURCE_REVIEW,
P016,P016_MC03,OBS075,replicate identity,,,identifier/text,,,,,,,,,PENDING_SOURCE_REVIEW,
P016,P016_MC03,OBS075,condition-to-test-series linkage,Parent_Experiment_ID=P016_PE03,,identifier/text,,,,,,,,,PENDING_SOURCE_REVIEW,
P017,P017_MC01,OBS076,grain size,,,as reported (currently µm field),,,,,,,,,PENDING_SOURCE_REVIEW,
P017,P017_MC01,OBS076,SFE,,,as reported (currently mJ m^-2 field),,,,,,,,,PENDING_SOURCE_REVIEW,
P017,P017_MC01,OBS076,SFE method,,,method/text,,,,,,,,,PENDING_SOURCE_REVIEW,
P017,P017_MC01,OBS076,initial FCC fraction,,,as reported,,,,,,,,,PENDING_SOURCE_REVIEW,
P017,P017_MC01,OBS076,initial HCP fraction,,,as reported,,,,,,,,,PENDING_SOURCE_REVIEW,
P017,P017_MC01,OBS076,DeltaG / transformation driving force,,,as reported (currently J mol^-1 field),,,,,,,,,PENDING_SOURCE_REVIEW,
P017,P017_MC01,OBS076,strain rate,Strain_rate_s-1=100000000.0,,as reported (currently s^-1 field),,,,,,,,,PENDING_SOURCE_REVIEW,
P017,P017_MC01,OBS076,test temperature,Test_T_K=300.0,,as reported (currently K field),,,,,,,,,PENDING_SOURCE_REVIEW,
P017,P017_MC01,OBS076,processing history,Processing_route=Atomic model melting + rapid quenching; uniaxial MD tension,,mixed; preserve each reported unit,,,,,,,,,PENDING_SOURCE_REVIEW,
P017,P017_MC01,OBS076,mechanical properties,,,mixed; preserve each reported unit,,,,,,,,,PENDING_SOURCE_REVIEW,
P017,P017_MC01,OBS076,TRIP evidence,Evidence_TRIP=MD reports TWIP-induced TRIP and TRIP-induced TWIP mechanisms,,text/evidence,,,,,,,,,PENDING_SOURCE_REVIEW,
P017,P017_MC01,OBS076,TWIP evidence,Evidence_TWIP=MD reports twinning and detwinning,,text/evidence,,,,,,,,,PENDING_SOURCE_REVIEW,
P017,P017_MC01,OBS076,phase-transformation evidence,Characterization_methods=Molecular dynamics; atomistic defect analysis,,mixed; preserve each reported unit,,,,,,,,,PENDING_SOURCE_REVIEW,
P017,P017_MC01,OBS076,specimen identity,,,identifier/text,,,,,,,,,PENDING_SOURCE_REVIEW,
P017,P017_MC01,OBS076,replicate identity,,,identifier/text,,,,,,,,,PENDING_SOURCE_REVIEW,
P017,P017_MC01,OBS076,condition-to-test-series linkage,Parent_Experiment_ID=P017_PE01,,identifier/text,,,,,,,,,PENDING_SOURCE_REVIEW,
P017,P017_MC02,OBS077,grain size,,,as reported (currently µm field),,,,,,,,,PENDING_SOURCE_REVIEW,
P017,P017_MC02,OBS077,SFE,,,as reported (currently mJ m^-2 field),,,,,,,,,PENDING_SOURCE_REVIEW,
P017,P017_MC02,OBS077,SFE method,,,method/text,,,,,,,,,PENDING_SOURCE_REVIEW,
P017,P017_MC02,OBS077,initial FCC fraction,,,as reported,,,,,,,,,PENDING_SOURCE_REVIEW,
P017,P017_MC02,OBS077,initial HCP fraction,,,as reported,,,,,,,,,PENDING_SOURCE_REVIEW,
P017,P017_MC02,OBS077,DeltaG / transformation driving force,,,as reported (currently J mol^-1 field),,,,,,,,,PENDING_SOURCE_REVIEW,
P017,P017_MC02,OBS077,strain rate,Strain_rate_s-1=1000000000.0,,as reported (currently s^-1 field),,,,,,,,,PENDING_SOURCE_REVIEW,
P017,P017_MC02,OBS077,test temperature,Test_T_K=300.0,,as reported (currently K field),,,,,,,,,PENDING_SOURCE_REVIEW,
P017,P017_MC02,OBS077,processing history,Processing_route=Atomic model melting + rapid quenching; uniaxial MD tension,,mixed; preserve each reported unit,,,,,,,,,PENDING_SOURCE_REVIEW,
P017,P017_MC02,OBS077,mechanical properties,,,mixed; preserve each reported unit,,,,,,,,,PENDING_SOURCE_REVIEW,
P017,P017_MC02,OBS077,TRIP evidence,Evidence_TRIP=MD reports TWIP-induced TRIP and TRIP-induced TWIP mechanisms,,text/evidence,,,,,,,,,PENDING_SOURCE_REVIEW,
P017,P017_MC02,OBS077,TWIP evidence,Evidence_TWIP=MD reports twinning and detwinning,,text/evidence,,,,,,,,,PENDING_SOURCE_REVIEW,
P017,P017_MC02,OBS077,phase-transformation evidence,Characterization_methods=Molecular dynamics; atomistic defect analysis,,mixed; preserve each reported unit,,,,,,,,,PENDING_SOURCE_REVIEW,
P017,P017_MC02,OBS077,specimen identity,,,identifier/text,,,,,,,,,PENDING_SOURCE_REVIEW,
P017,P017_MC02,OBS077,replicate identity,,,identifier/text,,,,,,,,,PENDING_SOURCE_REVIEW,
P017,P017_MC02,OBS077,condition-to-test-series linkage,Parent_Experiment_ID=P017_PE02,,identifier/text,,,,,,,,,PENDING_SOURCE_REVIEW,
P017,P017_MC03,OBS078,grain size,,,as reported (currently µm field),,,,,,,,,PENDING_SOURCE_REVIEW,
P017,P017_MC03,OBS078,SFE,,,as reported (currently mJ m^-2 field),,,,,,,,,PENDING_SOURCE_REVIEW,
P017,P017_MC03,OBS078,SFE method,,,method/text,,,,,,,,,PENDING_SOURCE_REVIEW,
P017,P017_MC03,OBS078,initial FCC fraction,,,as reported,,,,,,,,,PENDING_SOURCE_REVIEW,
P017,P017_MC03,OBS078,initial HCP fraction,,,as reported,,,,,,,,,PENDING_SOURCE_REVIEW,
P017,P017_MC03,OBS078,DeltaG / transformation driving force,,,as reported (currently J mol^-1 field),,,,,,,,,PENDING_SOURCE_REVIEW,
P017,P017_MC03,OBS078,strain rate,Strain_rate_s-1=100000000.0,,as reported (currently s^-1 field),,,,,,,,,PENDING_SOURCE_REVIEW,
P017,P017_MC03,OBS078,test temperature,Test_T_K=600.0,,as reported (currently K field),,,,,,,,,PENDING_SOURCE_REVIEW,
P017,P017_MC03,OBS078,processing history,Processing_route=Atomic model melting + rapid quenching; uniaxial MD tension,,mixed; preserve each reported unit,,,,,,,,,PENDING_SOURCE_REVIEW,
P017,P017_MC03,OBS078,mechanical properties,,,mixed; preserve each reported unit,,,,,,,,,PENDING_SOURCE_REVIEW,
P017,P017_MC03,OBS078,TRIP evidence,Evidence_TRIP=MD reports TWIP-induced TRIP and TRIP-induced TWIP mechanisms,,text/evidence,,,,,,,,,PENDING_SOURCE_REVIEW,
P017,P017_MC03,OBS078,TWIP evidence,Evidence_TWIP=MD reports twinning and detwinning,,text/evidence,,,,,,,,,PENDING_SOURCE_REVIEW,
P017,P017_MC03,OBS078,phase-transformation evidence,Characterization_methods=Molecular dynamics; atomistic defect analysis,,mixed; preserve each reported unit,,,,,,,,,PENDING_SOURCE_REVIEW,
P017,P017_MC03,OBS078,specimen identity,,,identifier/text,,,,,,,,,PENDING_SOURCE_REVIEW,
P017,P017_MC03,OBS078,replicate identity,,,identifier/text,,,,,,,,,PENDING_SOURCE_REVIEW,
P017,P017_MC03,OBS078,condition-to-test-series linkage,Parent_Experiment_ID=P017_PE03,,identifier/text,,,,,,,,,PENDING_SOURCE_REVIEW,
P017,P017_MC04,OBS079,grain size,,,as reported (currently µm field),,,,,,,,,PENDING_SOURCE_REVIEW,
P017,P017_MC04,OBS079,SFE,,,as reported (currently mJ m^-2 field),,,,,,,,,PENDING_SOURCE_REVIEW,
P017,P017_MC04,OBS079,SFE method,,,method/text,,,,,,,,,PENDING_SOURCE_REVIEW,
P017,P017_MC04,OBS079,initial FCC fraction,,,as reported,,,,,,,,,PENDING_SOURCE_REVIEW,
P017,P017_MC04,OBS079,initial HCP fraction,,,as reported,,,,,,,,,PENDING_SOURCE_REVIEW,
P017,P017_MC04,OBS079,DeltaG / transformation driving force,,,as reported (currently J mol^-1 field),,,,,,,,,PENDING_SOURCE_REVIEW,
P017,P017_MC04,OBS079,strain rate,Strain_rate_s-1=1000000000.0,,as reported (currently s^-1 field),,,,,,,,,PENDING_SOURCE_REVIEW,
P017,P017_MC04,OBS079,test temperature,Test_T_K=600.0,,as reported (currently K field),,,,,,,,,PENDING_SOURCE_REVIEW,
P017,P017_MC04,OBS079,processing history,Processing_route=Atomic model melting + rapid quenching; uniaxial MD tension,,mixed; preserve each reported unit,,,,,,,,,PENDING_SOURCE_REVIEW,
P017,P017_MC04,OBS079,mechanical properties,,,mixed; preserve each reported unit,,,,,,,,,PENDING_SOURCE_REVIEW,
P017,P017_MC04,OBS079,TRIP evidence,Evidence_TRIP=MD reports TWIP-induced TRIP and TRIP-induced TWIP mechanisms,,text/evidence,,,,,,,,,PENDING_SOURCE_REVIEW,
P017,P017_MC04,OBS079,TWIP evidence,Evidence_TWIP=MD reports twinning and detwinning,,text/evidence,,,,,,,,,PENDING_SOURCE_REVIEW,
P017,P017_MC04,OBS079,phase-transformation evidence,Characterization_methods=Molecular dynamics; atomistic defect analysis,,mixed; preserve each reported unit,,,,,,,,,PENDING_SOURCE_REVIEW,
P017,P017_MC04,OBS079,specimen identity,,,identifier/text,,,,,,,,,PENDING_SOURCE_REVIEW,
P017,P017_MC04,OBS079,replicate identity,,,identifier/text,,,,,,,,,PENDING_SOURCE_REVIEW,
P017,P017_MC04,OBS079,condition-to-test-series linkage,Parent_Experiment_ID=P017_PE04,,identifier/text,,,,,,,,,PENDING_SOURCE_REVIEW,
P017,P017_MC05,OBS080,grain size,,,as reported (currently µm field),,,,,,,,,PENDING_SOURCE_REVIEW,
P017,P017_MC05,OBS080,SFE,,,as reported (currently mJ m^-2 field),,,,,,,,,PENDING_SOURCE_REVIEW,
P017,P017_MC05,OBS080,SFE method,,,method/text,,,,,,,,,PENDING_SOURCE_REVIEW,
P017,P017_MC05,OBS080,initial FCC fraction,,,as reported,,,,,,,,,PENDING_SOURCE_REVIEW,
P017,P017_MC05,OBS080,initial HCP fraction,,,as reported,,,,,,,,,PENDING_SOURCE_REVIEW,
P017,P017_MC05,OBS080,DeltaG / transformation driving force,,,as reported (currently J mol^-1 field),,,,,,,,,PENDING_SOURCE_REVIEW,
P017,P017_MC05,OBS080,strain rate,Strain_rate_s-1=100000000.0,,as reported (currently s^-1 field),,,,,,,,,PENDING_SOURCE_REVIEW,
P017,P017_MC05,OBS080,test temperature,Test_T_K=300.0,,as reported (currently K field),,,,,,,,,PENDING_SOURCE_REVIEW,
P017,P017_MC05,OBS080,processing history,Processing_route=Atomic model melting + rapid quenching; uniaxial MD tension,,mixed; preserve each reported unit,,,,,,,,,PENDING_SOURCE_REVIEW,
P017,P017_MC05,OBS080,mechanical properties,,,mixed; preserve each reported unit,,,,,,,,,PENDING_SOURCE_REVIEW,
P017,P017_MC05,OBS080,TRIP evidence,Evidence_TRIP=MD reports TWIP-induced TRIP and TRIP-induced TWIP mechanisms,,text/evidence,,,,,,,,,PENDING_SOURCE_REVIEW,
P017,P017_MC05,OBS080,TWIP evidence,Evidence_TWIP=MD reports twinning and detwinning,,text/evidence,,,,,,,,,PENDING_SOURCE_REVIEW,
P017,P017_MC05,OBS080,phase-transformation evidence,Characterization_methods=Molecular dynamics; atomistic defect analysis,,mixed; preserve each reported unit,,,,,,,,,PENDING_SOURCE_REVIEW,
P017,P017_MC05,OBS080,specimen identity,,,identifier/text,,,,,,,,,PENDING_SOURCE_REVIEW,
P017,P017_MC05,OBS080,replicate identity,,,identifier/text,,,,,,,,,PENDING_SOURCE_REVIEW,
P017,P017_MC05,OBS080,condition-to-test-series linkage,Parent_Experiment_ID=P017_PE05,,identifier/text,,,,,,,,,PENDING_SOURCE_REVIEW,
P017,P017_MC06,OBS081,grain size,,,as reported (currently µm field),,,,,,,,,PENDING_SOURCE_REVIEW,
P017,P017_MC06,OBS081,SFE,,,as reported (currently mJ m^-2 field),,,,,,,,,PENDING_SOURCE_REVIEW,
P017,P017_MC06,OBS081,SFE method,,,method/text,,,,,,,,,PENDING_SOURCE_REVIEW,
P017,P017_MC06,OBS081,initial FCC fraction,,,as reported,,,,,,,,,PENDING_SOURCE_REVIEW,
P017,P017_MC06,OBS081,initial HCP fraction,,,as reported,,,,,,,,,PENDING_SOURCE_REVIEW,
P017,P017_MC06,OBS081,DeltaG / transformation driving force,,,as reported (currently J mol^-1 field),,,,,,,,,PENDING_SOURCE_REVIEW,
P017,P017_MC06,OBS081,strain rate,Strain_rate_s-1=1000000000.0,,as reported (currently s^-1 field),,,,,,,,,PENDING_SOURCE_REVIEW,
P017,P017_MC06,OBS081,test temperature,Test_T_K=300.0,,as reported (currently K field),,,,,,,,,PENDING_SOURCE_REVIEW,
P017,P017_MC06,OBS081,processing history,Processing_route=Atomic model melting + rapid quenching; uniaxial MD tension,,mixed; preserve each reported unit,,,,,,,,,PENDING_SOURCE_REVIEW,
P017,P017_MC06,OBS081,mechanical properties,,,mixed; preserve each reported unit,,,,,,,,,PENDING_SOURCE_REVIEW,
P017,P017_MC06,OBS081,TRIP evidence,Evidence_TRIP=MD reports TWIP-induced TRIP and TRIP-induced TWIP mechanisms,,text/evidence,,,,,,,,,PENDING_SOURCE_REVIEW,
P017,P017_MC06,OBS081,TWIP evidence,Evidence_TWIP=MD reports twinning and detwinning,,text/evidence,,,,,,,,,PENDING_SOURCE_REVIEW,
P017,P017_MC06,OBS081,phase-transformation evidence,Characterization_methods=Molecular dynamics; atomistic defect analysis,,mixed; preserve each reported unit,,,,,,,,,PENDING_SOURCE_REVIEW,
P017,P017_MC06,OBS081,specimen identity,,,identifier/text,,,,,,,,,PENDING_SOURCE_REVIEW,
P017,P017_MC06,OBS081,replicate identity,,,identifier/text,,,,,,,,,PENDING_SOURCE_REVIEW,
P017,P017_MC06,OBS081,condition-to-test-series linkage,Parent_Experiment_ID=P017_PE06,,identifier/text,,,,,,,,,PENDING_SOURCE_REVIEW,
P017,P017_MC07,OBS082,grain size,,,as reported (currently µm field),,,,,,,,,PENDING_SOURCE_REVIEW,
P017,P017_MC07,OBS082,SFE,,,as reported (currently mJ m^-2 field),,,,,,,,,PENDING_SOURCE_REVIEW,
P017,P017_MC07,OBS082,SFE method,,,method/text,,,,,,,,,PENDING_SOURCE_REVIEW,
P017,P017_MC07,OBS082,initial FCC fraction,,,as reported,,,,,,,,,PENDING_SOURCE_REVIEW,
P017,P017_MC07,OBS082,initial HCP fraction,,,as reported,,,,,,,,,PENDING_SOURCE_REVIEW,
P017,P017_MC07,OBS082,DeltaG / transformation driving force,,,as reported (currently J mol^-1 field),,,,,,,,,PENDING_SOURCE_REVIEW,
P017,P017_MC07,OBS082,strain rate,Strain_rate_s-1=100000000.0,,as reported (currently s^-1 field),,,,,,,,,PENDING_SOURCE_REVIEW,
P017,P017_MC07,OBS082,test temperature,Test_T_K=600.0,,as reported (currently K field),,,,,,,,,PENDING_SOURCE_REVIEW,
P017,P017_MC07,OBS082,processing history,Processing_route=Atomic model melting + rapid quenching; uniaxial MD tension,,mixed; preserve each reported unit,,,,,,,,,PENDING_SOURCE_REVIEW,
P017,P017_MC07,OBS082,mechanical properties,,,mixed; preserve each reported unit,,,,,,,,,PENDING_SOURCE_REVIEW,
P017,P017_MC07,OBS082,TRIP evidence,Evidence_TRIP=MD reports TWIP-induced TRIP and TRIP-induced TWIP mechanisms,,text/evidence,,,,,,,,,PENDING_SOURCE_REVIEW,
P017,P017_MC07,OBS082,TWIP evidence,Evidence_TWIP=MD reports twinning and detwinning,,text/evidence,,,,,,,,,PENDING_SOURCE_REVIEW,
P017,P017_MC07,OBS082,phase-transformation evidence,Characterization_methods=Molecular dynamics; atomistic defect analysis,,mixed; preserve each reported unit,,,,,,,,,PENDING_SOURCE_REVIEW,
P017,P017_MC07,OBS082,specimen identity,,,identifier/text,,,,,,,,,PENDING_SOURCE_REVIEW,
P017,P017_MC07,OBS082,replicate identity,,,identifier/text,,,,,,,,,PENDING_SOURCE_REVIEW,
P017,P017_MC07,OBS082,condition-to-test-series linkage,Parent_Experiment_ID=P017_PE07,,identifier/text,,,,,,,,,PENDING_SOURCE_REVIEW,
P017,P017_MC08,OBS083,grain size,,,as reported (currently µm field),,,,,,,,,PENDING_SOURCE_REVIEW,
P017,P017_MC08,OBS083,SFE,,,as reported (currently mJ m^-2 field),,,,,,,,,PENDING_SOURCE_REVIEW,
P017,P017_MC08,OBS083,SFE method,,,method/text,,,,,,,,,PENDING_SOURCE_REVIEW,
P017,P017_MC08,OBS083,initial FCC fraction,,,as reported,,,,,,,,,PENDING_SOURCE_REVIEW,
P017,P017_MC08,OBS083,initial HCP fraction,,,as reported,,,,,,,,,PENDING_SOURCE_REVIEW,
P017,P017_MC08,OBS083,DeltaG / transformation driving force,,,as reported (currently J mol^-1 field),,,,,,,,,PENDING_SOURCE_REVIEW,
P017,P017_MC08,OBS083,strain rate,Strain_rate_s-1=1000000000.0,,as reported (currently s^-1 field),,,,,,,,,PENDING_SOURCE_REVIEW,
P017,P017_MC08,OBS083,test temperature,Test_T_K=600.0,,as reported (currently K field),,,,,,,,,PENDING_SOURCE_REVIEW,
P017,P017_MC08,OBS083,processing history,Processing_route=Atomic model melting + rapid quenching; uniaxial MD tension,,mixed; preserve each reported unit,,,,,,,,,PENDING_SOURCE_REVIEW,
P017,P017_MC08,OBS083,mechanical properties,,,mixed; preserve each reported unit,,,,,,,,,PENDING_SOURCE_REVIEW,
P017,P017_MC08,OBS083,TRIP evidence,Evidence_TRIP=MD reports TWIP-induced TRIP and TRIP-induced TWIP mechanisms,,text/evidence,,,,,,,,,PENDING_SOURCE_REVIEW,
P017,P017_MC08,OBS083,TWIP evidence,Evidence_TWIP=MD reports twinning and detwinning,,text/evidence,,,,,,,,,PENDING_SOURCE_REVIEW,
P017,P017_MC08,OBS083,phase-transformation evidence,Characterization_methods=Molecular dynamics; atomistic defect analysis,,mixed; preserve each reported unit,,,,,,,,,PENDING_SOURCE_REVIEW,
P017,P017_MC08,OBS083,specimen identity,,,identifier/text,,,,,,,,,PENDING_SOURCE_REVIEW,
P017,P017_MC08,OBS083,replicate identity,,,identifier/text,,,,,,,,,PENDING_SOURCE_REVIEW,
P017,P017_MC08,OBS083,condition-to-test-series linkage,Parent_Experiment_ID=P017_PE08,,identifier/text,,,,,,,,,PENDING_SOURCE_REVIEW,
P018,P018_MC01,OBS084,grain size,Grain_size_um=0.005,,as reported (currently µm field),,,,,,,,,PENDING_SOURCE_REVIEW,
P018,P018_MC01,OBS084,SFE,,,as reported (currently mJ m^-2 field),,,,,,,,,PENDING_SOURCE_REVIEW,
P018,P018_MC01,OBS084,SFE method,,,method/text,,,,,,,,,PENDING_SOURCE_REVIEW,
P018,P018_MC01,OBS084,initial FCC fraction,,,as reported,,,,,,,,,PENDING_SOURCE_REVIEW,
P018,P018_MC01,OBS084,initial HCP fraction,,,as reported,,,,,,,,,PENDING_SOURCE_REVIEW,
P018,P018_MC01,OBS084,DeltaG / transformation driving force,,,as reported (currently J mol^-1 field),,,,,,,,,PENDING_SOURCE_REVIEW,
P018,P018_MC01,OBS084,strain rate,,,as reported (currently s^-1 field),,,,,,,,,PENDING_SOURCE_REVIEW,
P018,P018_MC01,OBS084,test temperature,,,as reported (currently K field),,,,,,,,,PENDING_SOURCE_REVIEW,
P018,P018_MC01,OBS084,processing history,Processing_route=Polycrystalline atomistic model; uniaxial MD tension,,mixed; preserve each reported unit,,,,,,,,,PENDING_SOURCE_REVIEW,
P018,P018_MC01,OBS084,mechanical properties,,,mixed; preserve each reported unit,,,,,,,,,PENDING_SOURCE_REVIEW,
P018,P018_MC01,OBS084,TRIP evidence,Evidence_TRIP=MD phase/defect evolution in TRIP–TWIP Fe-Mn-Co-Cr series,,text/evidence,,,,,,,,,PENDING_SOURCE_REVIEW,
P018,P018_MC01,OBS084,TWIP evidence,"Evidence_TWIP=MD tracks partial dislocations, stacking faults and twin evolution",,text/evidence,,,,,,,,,PENDING_SOURCE_REVIEW,
P018,P018_MC01,OBS084,phase-transformation evidence,Characterization_methods=Molecular dynamics; dislocation/defect analysis,,mixed; preserve each reported unit,,,,,,,,,PENDING_SOURCE_REVIEW,
P018,P018_MC01,OBS084,specimen identity,,,identifier/text,,,,,,,,,PENDING_SOURCE_REVIEW,
P018,P018_MC01,OBS084,replicate identity,,,identifier/text,,,,,,,,,PENDING_SOURCE_REVIEW,
P018,P018_MC01,OBS084,condition-to-test-series linkage,Parent_Experiment_ID=P018_PE01,,identifier/text,,,,,,,,,PENDING_SOURCE_REVIEW,
P018,P018_MC02,OBS085,grain size,Grain_size_um=0.01,,as reported (currently µm field),,,,,,,,,PENDING_SOURCE_REVIEW,
P018,P018_MC02,OBS085,SFE,,,as reported (currently mJ m^-2 field),,,,,,,,,PENDING_SOURCE_REVIEW,
P018,P018_MC02,OBS085,SFE method,,,method/text,,,,,,,,,PENDING_SOURCE_REVIEW,
P018,P018_MC02,OBS085,initial FCC fraction,,,as reported,,,,,,,,,PENDING_SOURCE_REVIEW,
P018,P018_MC02,OBS085,initial HCP fraction,,,as reported,,,,,,,,,PENDING_SOURCE_REVIEW,
P018,P018_MC02,OBS085,DeltaG / transformation driving force,,,as reported (currently J mol^-1 field),,,,,,,,,PENDING_SOURCE_REVIEW,
P018,P018_MC02,OBS085,strain rate,,,as reported (currently s^-1 field),,,,,,,,,PENDING_SOURCE_REVIEW,
P018,P018_MC02,OBS085,test temperature,,,as reported (currently K field),,,,,,,,,PENDING_SOURCE_REVIEW,
P018,P018_MC02,OBS085,processing history,Processing_route=Polycrystalline atomistic model; uniaxial MD tension,,mixed; preserve each reported unit,,,,,,,,,PENDING_SOURCE_REVIEW,
P018,P018_MC02,OBS085,mechanical properties,,,mixed; preserve each reported unit,,,,,,,,,PENDING_SOURCE_REVIEW,
P018,P018_MC02,OBS085,TRIP evidence,Evidence_TRIP=MD phase/defect evolution in TRIP–TWIP Fe-Mn-Co-Cr series,,text/evidence,,,,,,,,,PENDING_SOURCE_REVIEW,
P018,P018_MC02,OBS085,TWIP evidence,"Evidence_TWIP=MD tracks partial dislocations, stacking faults and twin evolution",,text/evidence,,,,,,,,,PENDING_SOURCE_REVIEW,
P018,P018_MC02,OBS085,phase-transformation evidence,Characterization_methods=Molecular dynamics; dislocation/defect analysis,,mixed; preserve each reported unit,,,,,,,,,PENDING_SOURCE_REVIEW,
P018,P018_MC02,OBS085,specimen identity,,,identifier/text,,,,,,,,,PENDING_SOURCE_REVIEW,
P018,P018_MC02,OBS085,replicate identity,,,identifier/text,,,,,,,,,PENDING_SOURCE_REVIEW,
P018,P018_MC02,OBS085,condition-to-test-series linkage,Parent_Experiment_ID=P018_PE02,,identifier/text,,,,,,,,,PENDING_SOURCE_REVIEW,
