Column_Name,Data_Type,Scientific_Family,Prediction_Time_Class,Proposed_Model_Role,Experimental_Domain_Eligibility,Computational_Domain_Eligibility,Known_Before_Deformation,Direct_Source_or_Derived,Method_Sensitive,Temperature_Sensitive,Phase_Sensitive,Potential_Leakage,Leakage_Reason,Missingness_Concern,Scope_Constraint,Recommended_V1_Action,Notes
Initial_HCP_c_over_a_uncertainty,CONTINUOUS_NUMERIC,PHYSICS_THERMODYNAMICS,PREDICTOR_SAFE_CONDITIONAL,CONDITIONAL_CANDIDATE_PREDICTOR,CONDITIONAL_SCOPE_CONTROL_REQUIRED,NOT_DEFINED_FOR_CURRENT_P017_FEATURE_SPACE,CONDITIONAL_ON_SCOPE,DIRECT_SOURCE_FIELD,YES,YES,YES,CONDITIONAL,"Safe only after method, scope, timing, or availability control.",SEVERE; experimental nonmissing 1/51 (1.96%),"Require method, phase/structure, temperature, and source-domain matching; no cross-paper transfer.",RETAIN_CONDITIONALLY; REQUIRE_SCOPE_GATE,Candidate status does not authorize pooling heterogeneous methods or filling missing values.
Approx_Stress_MPa,INTEGER_NUMERIC,MECHANICAL_RESPONSE,POST_TEST_LEAKAGE,PERMANENTLY_BLOCK_FROM_PRIMARY_PREDICTORS,NOT_ELIGIBLE_LEAKAGE,NOT_DEFINED_FOR_CURRENT_P017_FEATURE_SPACE,NO,DIRECT_SOURCE_FIELD,NO,NO,NO,YES,The field is observed only after tensile deformation starts or after fracture.,NOT_MODEL_APPLICABLE; experimental nonmissing 0/51,Permanently excluded from primary pre-deformation TRIP/TWIP predictor matrices.,PERMANENTLY_BLOCK_FROM_PRIMARY_PREDICTORS,Primary V1 family: MECHANICAL_RESPONSE; classification is frozen for pre-deformation prediction.
HCP_fraction_status,TEXT,POST_DEFORMATION_MICROSTRUCTURE,POST_TEST_LEAKAGE,PERMANENTLY_BLOCK_FROM_PRIMARY_PREDICTORS,NOT_ELIGIBLE_LEAKAGE,NOT_DEFINED_FOR_CURRENT_P017_FEATURE_SPACE,NO,DIRECT_SOURCE_FIELD,YES,YES,YES,YES,The field is observed only after tensile deformation starts or after fracture.,NOT_MODEL_APPLICABLE; experimental nonmissing 0/51,Permanently excluded from primary pre-deformation TRIP/TWIP predictor matrices.,PERMANENTLY_BLOCK_FROM_PRIMARY_PREDICTORS,Primary V1 family: POST_DEFORMATION_MICROSTRUCTURE; classification is frozen for pre-deformation prediction.
Nearest_SXRD_TRIP_Onset_Stress_MPa,INTEGER_NUMERIC,MECHANICAL_RESPONSE,POST_TEST_LEAKAGE,PERMANENTLY_BLOCK_FROM_PRIMARY_PREDICTORS,NOT_ELIGIBLE_LEAKAGE,NOT_DEFINED_FOR_CURRENT_P017_FEATURE_SPACE,NO,DIRECT_SOURCE_FIELD,YES,NO,NO,YES,The field is observed only after tensile deformation starts or after fracture.,NOT_MODEL_APPLICABLE; experimental nonmissing 1/51,Permanently excluded from primary pre-deformation TRIP/TWIP predictor matrices.,PERMANENTLY_BLOCK_FROM_PRIMARY_PREDICTORS,P013 strain-resolved SXRD target/stage evidence only.
Tensile_TWIP_Onset_Stress_MPa,INTEGER_NUMERIC,MECHANICAL_RESPONSE,POST_TEST_LEAKAGE,PERMANENTLY_BLOCK_FROM_PRIMARY_PREDICTORS,NOT_ELIGIBLE_LEAKAGE,NOT_DEFINED_FOR_CURRENT_P017_FEATURE_SPACE,NO,DIRECT_SOURCE_FIELD,NO,NO,NO,YES,The field is observed only after tensile deformation starts or after fracture.,NOT_MODEL_APPLICABLE; experimental nonmissing 1/51,Permanently excluded from primary pre-deformation TRIP/TWIP predictor matrices.,PERMANENTLY_BLOCK_FROM_PRIMARY_PREDICTORS,Primary V1 family: MECHANICAL_RESPONSE; classification is frozen for pre-deformation prediction.
Compression_Twinning_Onset_Stress_MPa,INTEGER_NUMERIC,MECHANICAL_RESPONSE,POST_TEST_LEAKAGE,PERMANENTLY_BLOCK_FROM_PRIMARY_PREDICTORS,NOT_ELIGIBLE_LEAKAGE,NOT_DEFINED_FOR_CURRENT_P017_FEATURE_SPACE,NO,DIRECT_SOURCE_FIELD,YES,NO,YES,YES,The field is observed only after tensile deformation starts or after fracture.,NOT_MODEL_APPLICABLE; experimental nonmissing 1/51,Permanently excluded from primary pre-deformation TRIP/TWIP predictor matrices.,PERMANENTLY_BLOCK_FROM_PRIMARY_PREDICTORS,Primary V1 family: MECHANICAL_RESPONSE; classification is frozen for pre-deformation prediction.
Final_InSitu_True_Stress_Approx_MPa,INTEGER_NUMERIC,MECHANICAL_RESPONSE,POST_TEST_LEAKAGE,PERMANENTLY_BLOCK_FROM_PRIMARY_PREDICTORS,NOT_ELIGIBLE_LEAKAGE,NOT_DEFINED_FOR_CURRENT_P017_FEATURE_SPACE,NO,DIRECT_SOURCE_FIELD,NO,NO,NO,YES,The field is observed only after tensile deformation starts or after fracture.,NOT_MODEL_APPLICABLE; experimental nonmissing 1/51,Permanently excluded from primary pre-deformation TRIP/TWIP predictor matrices.,PERMANENTLY_BLOCK_FROM_PRIMARY_PREDICTORS,Primary V1 family: MECHANICAL_RESPONSE; classification is frozen for pre-deformation prediction.
Final_InSitu_Engineering_Strain_Approx_pct,INTEGER_NUMERIC,MECHANICAL_RESPONSE,POST_TEST_LEAKAGE,PERMANENTLY_BLOCK_FROM_PRIMARY_PREDICTORS,NOT_ELIGIBLE_LEAKAGE,NOT_DEFINED_FOR_CURRENT_P017_FEATURE_SPACE,NO,DIRECT_SOURCE_FIELD,NO,NO,NO,YES,The field is observed only after tensile deformation starts or after fracture.,NOT_MODEL_APPLICABLE; experimental nonmissing 1/51,Permanently excluded from primary pre-deformation TRIP/TWIP predictor matrices.,PERMANENTLY_BLOCK_FROM_PRIMARY_PREDICTORS,Primary V1 family: MECHANICAL_RESPONSE; classification is frozen for pre-deformation prediction.
Mechanism_Phase_Scope,TEXT,TARGET,TARGET_ONLY,TARGET_OR_TARGET_EVIDENCE_ONLY,TARGET_POOL_ONLY,NOT_DEFINED_FOR_CURRENT_P017_FEATURE_SPACE,NO,DIRECT_SOURCE_FIELD,NO,YES,YES,YES,"The field is a target, direct target state, or target evidence.",NOT_MODEL_APPLICABLE; experimental nonmissing 1/51,Retain for target definition/evidence only; never include in predictors.,RETAIN_FOR_TARGET_OR_EVIDENCE_ONLY,Primary V1 family: TARGET; classification is frozen for pre-deformation prediction.
P013_Recovery_Provenance_JSON,TEXT,PROVENANCE_QC,PROVENANCE_ONLY,AUDIT_OR_ELIGIBILITY_CONTROL_ONLY,AUDIT_CONTROL_ONLY,DOMAIN_CONTROL_ONLY,NOT_APPLICABLE_TO_MODEL_ROLE,SOURCE_OR_REPOSITORY_BOOKKEEPING,NO,NO,NO,YES_IF_MODELED,"Source, method, review, or QC bookkeeping can encode study and label-acquisition artifacts.",NOT_MODEL_APPLICABLE; experimental nonmissing 1/51,"Retain for audit, descriptive context, and eligibility control; never use as an ordinary predictor.",RETAIN_FOR_AUDIT_OR_ELIGIBILITY_CONTROL_ONLY,Primary V1 family: PROVENANCE_QC; classification is frozen for pre-deformation prediction.
P014_Record_Role,TEXT,PROVENANCE_QC,PROVENANCE_ONLY,AUDIT_OR_ELIGIBILITY_CONTROL_ONLY,AUDIT_CONTROL_ONLY,DOMAIN_CONTROL_ONLY,NOT_APPLICABLE_TO_MODEL_ROLE,SOURCE_OR_REPOSITORY_BOOKKEEPING,NO,NO,NO,YES_IF_MODELED,"Source, method, review, or QC bookkeeping can encode study and label-acquisition artifacts.",NOT_MODEL_APPLICABLE; experimental nonmissing 5/51,"Retain for audit, descriptive context, and eligibility control; never use as an ordinary predictor.",RETAIN_FOR_AUDIT_OR_ELIGIBILITY_CONTROL_ONLY,Primary V1 family: PROVENANCE_QC; classification is frozen for pre-deformation prediction.
P014_Target_Status,TEXT,TARGET,PROVENANCE_ONLY,AUDIT_OR_ELIGIBILITY_CONTROL_ONLY,AUDIT_CONTROL_ONLY,DOMAIN_CONTROL_ONLY,NOT_APPLICABLE_TO_MODEL_ROLE,SOURCE_OR_REPOSITORY_BOOKKEEPING,NO,NO,NO,YES_IF_MODELED,"Source, method, review, or QC bookkeeping can encode study and label-acquisition artifacts.",NOT_MODEL_APPLICABLE; experimental nonmissing 5/51,"Retain for audit, descriptive context, and eligibility control; never use as an ordinary predictor.",RETAIN_FOR_AUDIT_OR_ELIGIBILITY_CONTROL_ONLY,Primary V1 family: TARGET; classification is frozen for pre-deformation prediction.
P014_Legacy_Mapping_Status,CONTINUOUS_NUMERIC,PROVENANCE_QC,PROVENANCE_ONLY,AUDIT_OR_ELIGIBILITY_CONTROL_ONLY,AUDIT_CONTROL_ONLY,DOMAIN_CONTROL_ONLY,NOT_APPLICABLE_TO_MODEL_ROLE,SOURCE_OR_REPOSITORY_BOOKKEEPING,NO,NO,NO,YES_IF_MODELED,"Source, method, review, or QC bookkeeping can encode study and label-acquisition artifacts.",NOT_MODEL_APPLICABLE; experimental nonmissing 0/51,"Retain for audit, descriptive context, and eligibility control; never use as an ordinary predictor.",RETAIN_FOR_AUDIT_OR_ELIGIBILITY_CONTROL_ONLY,Primary V1 family: PROVENANCE_QC; classification is frozen for pre-deformation prediction.
Cold_Roll_Reduction_Status,TEXT,PROCESSING,PROVENANCE_ONLY,AUDIT_OR_ELIGIBILITY_CONTROL_ONLY,AUDIT_CONTROL_ONLY,DOMAIN_CONTROL_ONLY,NOT_APPLICABLE_TO_MODEL_ROLE,SOURCE_REPORTED_OR_EXPLICIT_SOURCE_DERIVATION,NO,NO,NO,YES_IF_MODELED,"Source, method, review, or QC bookkeeping can encode study and label-acquisition artifacts.",NOT_MODEL_APPLICABLE; experimental nonmissing 5/51,"Retain for audit, descriptive context, and eligibility control; never use as an ordinary predictor.",RETAIN_FOR_AUDIT_OR_ELIGIBILITY_CONTROL_ONLY,Primary V1 family: PROCESSING; classification is frozen for pre-deformation prediction.
Cold_Roll_Pass_Reduction_mm,CONTINUOUS_NUMERIC,PROCESSING,PREDICTOR_SAFE_DIRECT,CANDIDATE_PREDICTOR,ELIGIBLE_SOURCE_FIELD,NOT_DEFINED_FOR_CURRENT_P017_FEATURE_SPACE,YES,DIRECT_SOURCE_FIELD,NO,NO,NO,NO,Direct source-supported information available before loading.,SEVERE; experimental nonmissing 5/51 (9.80%),Must describe processing completed before the tensile test; route text is not encoded in this task.,RETAIN_AS_UNTRANSFORMED_CANDIDATE,"No transformation, normalization, encoding, or imputation is performed in Feature Schema V1."
Remelting_n,INTEGER_NUMERIC,PROCESSING,PREDICTOR_SAFE_DIRECT,CANDIDATE_PREDICTOR,ELIGIBLE_SOURCE_FIELD,NOT_DEFINED_FOR_CURRENT_P017_FEATURE_SPACE,YES,DIRECT_SOURCE_FIELD,NO,NO,NO,NO,Direct source-supported information available before loading.,SEVERE; experimental nonmissing 5/51 (9.80%),Must describe processing completed before the tensile test; route text is not encoded in this task.,RETAIN_AS_UNTRANSFORMED_CANDIDATE,"No transformation, normalization, encoding, or imputation is performed in Feature Schema V1."
Test_T_Status,TEXT,TEST_CONDITIONS,PROVENANCE_ONLY,AUDIT_OR_ELIGIBILITY_CONTROL_ONLY,AUDIT_CONTROL_ONLY,DOMAIN_CONTROL_ONLY,NOT_APPLICABLE_TO_MODEL_ROLE,SOURCE_OR_REPOSITORY_BOOKKEEPING,NO,YES,NO,YES_IF_MODELED,"Source, method, review, or QC bookkeeping can encode study and label-acquisition artifacts.",NOT_MODEL_APPLICABLE; experimental nonmissing 5/51,"Retain for audit, descriptive context, and eligibility control; never use as an ordinary predictor.",RETAIN_FOR_AUDIT_OR_ELIGIBILITY_CONTROL_ONLY,Primary V1 family: TEST_CONDITIONS; classification is frozen for pre-deformation prediction.
KAM_Status,TEXT,INITIAL_MICROSTRUCTURE,PROVENANCE_ONLY,AUDIT_OR_ELIGIBILITY_CONTROL_ONLY,AUDIT_CONTROL_ONLY,DOMAIN_CONTROL_ONLY,NOT_APPLICABLE_TO_MODEL_ROLE,SOURCE_OR_REPOSITORY_BOOKKEEPING,YES,NO,YES,YES_IF_MODELED,"Source, method, review, or QC bookkeeping can encode study and label-acquisition artifacts.",NOT_MODEL_APPLICABLE; experimental nonmissing 5/51,"Retain for audit, descriptive context, and eligibility control; never use as an ordinary predictor.",RETAIN_FOR_AUDIT_OR_ELIGIBILITY_CONTROL_ONLY,Primary V1 family: INITIAL_MICROSTRUCTURE; classification is frozen for pre-deformation prediction.
Recrystallized_fraction,CONTINUOUS_NUMERIC,INITIAL_MICROSTRUCTURE,PREDICTOR_SAFE_DIRECT,CANDIDATE_PREDICTOR,ELIGIBLE_SOURCE_FIELD,NOT_DEFINED_FOR_CURRENT_P017_FEATURE_SPACE,YES,DIRECT_SOURCE_FIELD,YES,NO,YES,NO,Direct source-supported information available before loading.,SEVERE; experimental nonmissing 3/51 (5.88%),"Must be explicitly pre-test; preserve method, phase, and initial-versus-deformed scope.",RETAIN_AS_UNTRANSFORMED_CANDIDATE,"No transformation, normalization, encoding, or imputation is performed in Feature Schema V1."
Recrystallized_Status,TEXT,INITIAL_MICROSTRUCTURE,PROVENANCE_ONLY,AUDIT_OR_ELIGIBILITY_CONTROL_ONLY,AUDIT_CONTROL_ONLY,DOMAIN_CONTROL_ONLY,NOT_APPLICABLE_TO_MODEL_ROLE,SOURCE_OR_REPOSITORY_BOOKKEEPING,YES,NO,YES,YES_IF_MODELED,"Source, method, review, or QC bookkeeping can encode study and label-acquisition artifacts.",NOT_MODEL_APPLICABLE; experimental nonmissing 5/51,"Retain for audit, descriptive context, and eligibility control; never use as an ordinary predictor.",RETAIN_FOR_AUDIT_OR_ELIGIBILITY_CONTROL_ONLY,Primary V1 family: INITIAL_MICROSTRUCTURE; classification is frozen for pre-deformation prediction.
Processing_TRIP,BINARY_NUMERIC,INITIAL_MICROSTRUCTURE,PREDICTOR_SAFE_CONDITIONAL,CONDITIONAL_CANDIDATE_PREDICTOR,CONDITIONAL_SCOPE_CONTROL_REQUIRED,NOT_DEFINED_FOR_CURRENT_P017_FEATURE_SPACE,CONDITIONAL_ON_SCOPE,DIRECT_SOURCE_FIELD,YES,NO,YES,CONDITIONAL,"Safe only after method, scope, timing, or availability control.",SEVERE; experimental nonmissing 1/51 (1.96%),Pre-tensile processing-induced phase state only; never use as the tensile TRIP target.,RETAIN_CONDITIONALLY; REQUIRE_SCOPE_GATE,Candidate status does not authorize pooling heterogeneous methods or filling missing values.
Processing_TWIP,BINARY_NUMERIC,INITIAL_MICROSTRUCTURE,PREDICTOR_SAFE_CONDITIONAL,CONDITIONAL_CANDIDATE_PREDICTOR,CONDITIONAL_SCOPE_CONTROL_REQUIRED,NOT_DEFINED_FOR_CURRENT_P017_FEATURE_SPACE,CONDITIONAL_ON_SCOPE,DIRECT_SOURCE_FIELD,YES,NO,YES,CONDITIONAL,"Safe only after method, scope, timing, or availability control.",SEVERE; experimental nonmissing 1/51 (1.96%),Pre-tensile processing-induced twin state only; never use as the tensile TWIP target.,RETAIN_CONDITIONALLY; REQUIRE_SCOPE_GATE,Candidate status does not authorize pooling heterogeneous methods or filling missing values.
Initial_Twin_Origin,TEXT,INITIAL_MICROSTRUCTURE,PREDICTOR_SAFE_CONDITIONAL,CONDITIONAL_CANDIDATE_PREDICTOR,CONDITIONAL_SCOPE_CONTROL_REQUIRED,NOT_DEFINED_FOR_CURRENT_P017_FEATURE_SPACE,CONDITIONAL_ON_SCOPE,DIRECT_SOURCE_FIELD,YES,NO,YES,CONDITIONAL,"Safe only after method, scope, timing, or availability control.",SEVERE; experimental nonmissing 5/51 (9.80%),"Must be explicitly pre-test; preserve method, phase, and initial-versus-deformed scope.",RETAIN_CONDITIONALLY; REQUIRE_SCOPE_GATE,Candidate status does not authorize pooling heterogeneous methods or filling missing values.
Initial_Twin_Target_Safety,TEXT,INITIAL_MICROSTRUCTURE,PROVENANCE_ONLY,AUDIT_OR_ELIGIBILITY_CONTROL_ONLY,AUDIT_CONTROL_ONLY,DOMAIN_CONTROL_ONLY,NOT_APPLICABLE_TO_MODEL_ROLE,SOURCE_OR_REPOSITORY_BOOKKEEPING,YES,NO,YES,YES_IF_MODELED,"Source, method, review, or QC bookkeeping can encode study and label-acquisition artifacts.",NOT_MODEL_APPLICABLE; experimental nonmissing 5/51,"Retain for audit, descriptive context, and eligibility control; never use as an ordinary predictor.",RETAIN_FOR_AUDIT_OR_ELIGIBILITY_CONTROL_ONLY,Primary V1 family: INITIAL_MICROSTRUCTURE; classification is frozen for pre-deformation prediction.
Tensile_Strain_pct,INTEGER_NUMERIC,MECHANICAL_RESPONSE,POST_TEST_LEAKAGE,PERMANENTLY_BLOCK_FROM_PRIMARY_PREDICTORS,NOT_ELIGIBLE_LEAKAGE,NOT_DEFINED_FOR_CURRENT_P017_FEATURE_SPACE,NO,DIRECT_SOURCE_FIELD,NO,NO,NO,YES,The field is observed only after tensile deformation starts or after fracture.,NOT_MODEL_APPLICABLE; experimental nonmissing 0/51,Permanently excluded from primary pre-deformation TRIP/TWIP predictor matrices.,PERMANENTLY_BLOCK_FROM_PRIMARY_PREDICTORS,Primary V1 family: MECHANICAL_RESPONSE; classification is frozen for pre-deformation prediction.
FCC_fraction_at_stage,CONTINUOUS_NUMERIC,POST_DEFORMATION_MICROSTRUCTURE,POST_TEST_LEAKAGE,PERMANENTLY_BLOCK_FROM_PRIMARY_PREDICTORS,NOT_ELIGIBLE_LEAKAGE,NOT_DEFINED_FOR_CURRENT_P017_FEATURE_SPACE,NO,DIRECT_SOURCE_FIELD,YES,YES,YES,YES,The field is observed only after tensile deformation starts or after fracture.,NOT_MODEL_APPLICABLE; experimental nonmissing 0/51,Permanently excluded from primary pre-deformation TRIP/TWIP predictor matrices.,PERMANENTLY_BLOCK_FROM_PRIMARY_PREDICTORS,Primary V1 family: POST_DEFORMATION_MICROSTRUCTURE; classification is frozen for pre-deformation prediction.
TWIP_at_stage,BINARY_NUMERIC,POST_DEFORMATION_MICROSTRUCTURE,POST_TEST_LEAKAGE,PERMANENTLY_BLOCK_FROM_PRIMARY_PREDICTORS,NOT_ELIGIBLE_LEAKAGE,NOT_DEFINED_FOR_CURRENT_P017_FEATURE_SPACE,NO,DIRECT_SOURCE_FIELD,NO,NO,YES,YES,The field is observed only after tensile deformation starts or after fracture.,NOT_MODEL_APPLICABLE; experimental nonmissing 0/51,Permanently excluded from primary pre-deformation TRIP/TWIP predictor matrices.,PERMANENTLY_BLOCK_FROM_PRIMARY_PREDICTORS,Primary V1 family: POST_DEFORMATION_MICROSTRUCTURE; classification is frozen for pre-deformation prediction.
TRIP_at_stage,BINARY_NUMERIC,POST_DEFORMATION_MICROSTRUCTURE,POST_TEST_LEAKAGE,PERMANENTLY_BLOCK_FROM_PRIMARY_PREDICTORS,NOT_ELIGIBLE_LEAKAGE,NOT_DEFINED_FOR_CURRENT_P017_FEATURE_SPACE,NO,DIRECT_SOURCE_FIELD,NO,NO,YES,YES,The field is observed only after tensile deformation starts or after fracture.,NOT_MODEL_APPLICABLE; experimental nonmissing 0/51,Permanently excluded from primary pre-deformation TRIP/TWIP predictor matrices.,PERMANENTLY_BLOCK_FROM_PRIMARY_PREDICTORS,Primary V1 family: POST_DEFORMATION_MICROSTRUCTURE; classification is frozen for pre-deformation prediction.
Slip_at_stage,BINARY_NUMERIC,POST_DEFORMATION_MICROSTRUCTURE,POST_TEST_LEAKAGE,PERMANENTLY_BLOCK_FROM_PRIMARY_PREDICTORS,NOT_ELIGIBLE_LEAKAGE,NOT_DEFINED_FOR_CURRENT_P017_FEATURE_SPACE,NO,DIRECT_SOURCE_FIELD,NO,NO,YES,YES,The field is observed only after tensile deformation starts or after fracture.,NOT_MODEL_APPLICABLE; experimental nonmissing 0/51,Permanently excluded from primary pre-deformation TRIP/TWIP predictor matrices.,PERMANENTLY_BLOCK_FROM_PRIMARY_PREDICTORS,Primary V1 family: POST_DEFORMATION_MICROSTRUCTURE; classification is frozen for pre-deformation prediction.
HDI_at_stage,BINARY_NUMERIC,MODEL_DERIVED_RESPONSE,MODEL_DERIVED_LEAKAGE,PERMANENTLY_BLOCK_FROM_PRIMARY_PREDICTORS,NOT_ELIGIBLE_LEAKAGE,NOT_DEFINED_FOR_CURRENT_P017_FEATURE_SPACE,NO,SOURCE_REPORTED_OR_FITTED_LOADING_DERIVATION,NO,NO,NO,YES,The field is derived or inferred from loading response or fitted mechanical behavior.,NOT_MODEL_APPLICABLE; experimental nonmissing 0/51,Permanently excluded from primary pre-deformation TRIP/TWIP predictor matrices.,PERMANENTLY_BLOCK_FROM_PRIMARY_PREDICTORS,Primary V1 family: MODEL_DERIVED_RESPONSE; classification is frozen for pre-deformation prediction.
HDI_Hardening,BINARY_NUMERIC,MODEL_DERIVED_RESPONSE,MODEL_DERIVED_LEAKAGE,PERMANENTLY_BLOCK_FROM_PRIMARY_PREDICTORS,NOT_ELIGIBLE_LEAKAGE,NOT_DEFINED_FOR_CURRENT_P017_FEATURE_SPACE,NO,SOURCE_REPORTED_OR_FITTED_LOADING_DERIVATION,NO,NO,NO,YES,The field is derived or inferred from loading response or fitted mechanical behavior.,NOT_MODEL_APPLICABLE; experimental nonmissing 1/51,P014 loading-unloading-reloading-derived HDI quantity; permanently blocked.,PERMANENTLY_BLOCK_FROM_PRIMARY_PREDICTORS,Primary V1 family: MODEL_DERIVED_RESPONSE; classification is frozen for pre-deformation prediction.
P014_Recovery_Provenance_JSON,TEXT,PROVENANCE_QC,PROVENANCE_ONLY,AUDIT_OR_ELIGIBILITY_CONTROL_ONLY,AUDIT_CONTROL_ONLY,DOMAIN_CONTROL_ONLY,NOT_APPLICABLE_TO_MODEL_ROLE,SOURCE_OR_REPOSITORY_BOOKKEEPING,NO,NO,NO,YES_IF_MODELED,"Source, method, review, or QC bookkeeping can encode study and label-acquisition artifacts.",NOT_MODEL_APPLICABLE; experimental nonmissing 5/51,"Retain for audit, descriptive context, and eligibility control; never use as an ordinary predictor.",RETAIN_FOR_AUDIT_OR_ELIGIBILITY_CONTROL_ONLY,Primary V1 family: PROVENANCE_QC; classification is frozen for pre-deformation prediction.
P015_Record_Role,TEXT,PROVENANCE_QC,PROVENANCE_ONLY,AUDIT_OR_ELIGIBILITY_CONTROL_ONLY,AUDIT_CONTROL_ONLY,DOMAIN_CONTROL_ONLY,NOT_APPLICABLE_TO_MODEL_ROLE,SOURCE_OR_REPOSITORY_BOOKKEEPING,NO,NO,NO,YES_IF_MODELED,"Source, method, review, or QC bookkeeping can encode study and label-acquisition artifacts.",NOT_MODEL_APPLICABLE; experimental nonmissing 2/51,"Retain for audit, descriptive context, and eligibility control; never use as an ordinary predictor.",RETAIN_FOR_AUDIT_OR_ELIGIBILITY_CONTROL_ONLY,Primary V1 family: PROVENANCE_QC; classification is frozen for pre-deformation prediction.
P015_Target_Status,TEXT,TARGET,PROVENANCE_ONLY,AUDIT_OR_ELIGIBILITY_CONTROL_ONLY,AUDIT_CONTROL_ONLY,DOMAIN_CONTROL_ONLY,NOT_APPLICABLE_TO_MODEL_ROLE,SOURCE_OR_REPOSITORY_BOOKKEEPING,NO,NO,NO,YES_IF_MODELED,"Source, method, review, or QC bookkeeping can encode study and label-acquisition artifacts.",NOT_MODEL_APPLICABLE; experimental nonmissing 2/51,"Retain for audit, descriptive context, and eligibility control; never use as an ordinary predictor.",RETAIN_FOR_AUDIT_OR_ELIGIBILITY_CONTROL_ONLY,Primary V1 family: TARGET; classification is frozen for pre-deformation prediction.
P015_Legacy_Mapping_Status,CONTINUOUS_NUMERIC,PROVENANCE_QC,PROVENANCE_ONLY,AUDIT_OR_ELIGIBILITY_CONTROL_ONLY,AUDIT_CONTROL_ONLY,DOMAIN_CONTROL_ONLY,NOT_APPLICABLE_TO_MODEL_ROLE,SOURCE_OR_REPOSITORY_BOOKKEEPING,NO,NO,NO,YES_IF_MODELED,"Source, method, review, or QC bookkeeping can encode study and label-acquisition artifacts.",NOT_MODEL_APPLICABLE; experimental nonmissing 0/51,"Retain for audit, descriptive context, and eligibility control; never use as an ordinary predictor.",RETAIN_FOR_AUDIT_OR_ELIGIBILITY_CONTROL_ONLY,Primary V1 family: PROVENANCE_QC; classification is frozen for pre-deformation prediction.
Mn_Charge_Adjustment,TEXT,PROCESSING,METADATA_ONLY,AUDIT_OR_DESCRIPTIVE_ONLY,NOT_ELIGIBLE_AS_ORDINARY_PREDICTOR,NOT_DEFINED_FOR_CURRENT_P017_FEATURE_SPACE,NOT_APPLICABLE_TO_MODEL_ROLE,SOURCE_OR_REPOSITORY_BOOKKEEPING,NO,NO,NO,YES_IF_MODELED,"Metadata can encode paper, workflow, or extraction artifacts rather than material behavior.",NOT_MODEL_APPLICABLE; experimental nonmissing 2/51,Melting-charge compensation metadata only; not final specimen chemistry.,RETAIN; BLOCK_AS_ORDINARY_PREDICTOR,Primary V1 family: PROCESSING; classification is frozen for pre-deformation prediction.
Raw_Material_Purity,TEXT,PROCESSING,PREDICTOR_SAFE_CONDITIONAL,CONDITIONAL_CANDIDATE_PREDICTOR,CONDITIONAL_SCOPE_CONTROL_REQUIRED,NOT_DEFINED_FOR_CURRENT_P017_FEATURE_SPACE,CONDITIONAL_ON_SCOPE,DIRECT_SOURCE_FIELD,NO,NO,NO,CONDITIONAL,"Safe only after method, scope, timing, or availability control.",SEVERE; experimental nonmissing 2/51 (3.92%),Must describe processing completed before the tensile test; route text is not encoded in this task.,RETAIN_CONDITIONALLY; REQUIRE_SCOPE_GATE,Candidate status does not authorize pooling heterogeneous methods or filling missing values.
Grain_Size_Status,TEXT,INITIAL_MICROSTRUCTURE,PROVENANCE_ONLY,AUDIT_OR_ELIGIBILITY_CONTROL_ONLY,AUDIT_CONTROL_ONLY,DOMAIN_CONTROL_ONLY,NOT_APPLICABLE_TO_MODEL_ROLE,SOURCE_OR_REPOSITORY_BOOKKEEPING,YES,NO,YES,YES_IF_MODELED,"Source, method, review, or QC bookkeeping can encode study and label-acquisition artifacts.",NOT_MODEL_APPLICABLE; experimental nonmissing 2/51,"Retain for audit, descriptive context, and eligibility control; never use as an ordinary predictor.",RETAIN_FOR_AUDIT_OR_ELIGIBILITY_CONTROL_ONLY,Primary V1 family: INITIAL_MICROSTRUCTURE; classification is frozen for pre-deformation prediction.
Texture_Orientation_Status,TEXT,INITIAL_MICROSTRUCTURE,PREDICTOR_SAFE_CONDITIONAL,CONDITIONAL_CANDIDATE_PREDICTOR,CONDITIONAL_SCOPE_CONTROL_REQUIRED,NOT_DEFINED_FOR_CURRENT_P017_FEATURE_SPACE,CONDITIONAL_ON_SCOPE,DIRECT_SOURCE_FIELD,YES,NO,YES,CONDITIONAL,"Safe only after method, scope, timing, or availability control.",SEVERE; experimental nonmissing 2/51 (3.92%),"Must be explicitly pre-test; preserve method, phase, and initial-versus-deformed scope.",RETAIN_CONDITIONALLY; REQUIRE_SCOPE_GATE,Candidate status does not authorize pooling heterogeneous methods or filling missing values.
Elemental_Segregation_Status,TEXT,INITIAL_MICROSTRUCTURE,PREDICTOR_SAFE_CONDITIONAL,CONDITIONAL_CANDIDATE_PREDICTOR,CONDITIONAL_SCOPE_CONTROL_REQUIRED,NOT_DEFINED_FOR_CURRENT_P017_FEATURE_SPACE,CONDITIONAL_ON_SCOPE,DIRECT_SOURCE_FIELD,YES,NO,YES,CONDITIONAL,"Safe only after method, scope, timing, or availability control.",SEVERE; experimental nonmissing 2/51 (3.92%),"Must be explicitly pre-test; preserve method, phase, and initial-versus-deformed scope.",RETAIN_CONDITIONALLY; REQUIRE_SCOPE_GATE,Candidate status does not authorize pooling heterogeneous methods or filling missing values.
